Language	Value	Reference
Runyoro-Rutooro	 SV	Rubongoya 1999: 98-99
Russian	 SV	Bivon 1971: 30 
Rutul	 SV	Alekseev 1994b: passim
Saami (Northern)	 SV	Bartens 1989: 62
Sahu	 SV	Visser and Voorhoeve 1987: 55
Sakao	 SV	Guy 1974a: 72-73
Saliba (in Papua New Guinea)	 SV	Mosel 1994a: 3
Salinan	 VS	Dryer 1989; Mason 1918: passim
Salt-Yui	 SV	Irwin 1974: 52
Samba Leko	 SV	Fabre 2003: passim
Samo	 SV	Voorhoeve 1975: 392
Samoan	 VS	Marsack 1962: 104-105, 21
Sandawe	 SV	Eaton 2008: 107
Sango	 SV	Samarin 1967b: 196
Sangu	 SV	Idiata 1998: 63
Santa	 SV	Kim 2003: 361
Santali	 SV	Neukom 2001: 174
Sanuma	 SV	Borgman 1990: 119
Sapuan	 SV	Jacq and Sidwell 1999: 16
Sarcee	 SV	Cook 1984: 30
Sardinian	 SV	Jones 1988: 334
Sare	 SV	Sumbuk 1999
Savi	 SV	Buddruss 1967: 61-62
Savosavo	 SV	Wegener 2008: 205
Sebei	 VS	O'Brien and Cuypers 1975: 28, passim
Sedang	 SV	Smith 1979: 114
Seediq	 VS	Pecoraro 1977: 52; Holmer 1996: 57
Selknam	 VS	Najlis 1973: 2, 8
Selkup	 SV	Helimski 1998b: 576
Sema	 SV	Sreedhar 1980: passim
Seme	 SV	Prost 1964d: 362
Semelai	 No dominant order	Kruspe 1999: 419 
Seminole	 SV	Nathan 1977: 135
Seneca	 No dominant order	Chafe 1996: passim
Sengele	 SV	Mangulu 2001: passim
Sentani	 SV	Cowan 1965: 53
Serbian-Croatian	 SV	Browne 1974: 40, passim
Seri	 SV	Marlett 1981: 251
Sesotho	 SV	Paroz 1946: 166
Shabo	 SV	Teferra 1991: 384; Teferra and Unseth 1989: 416
Shambala	 SV	Besha 1993: 30
Shan	 SV	Cushing 1888: 10
Sharanahua	 SV	Scott and Frantz 1974: 84
Shasta	 No dominant order	Silver and Wicks 1977: passim
Shatt	 SV	Tucker and Bryan 1966: 241
Shekhawati	 SV	Gusain 2001: 54
Sherpa	 SV	Schottelndreyer and Schottelndreyer 1973: passim
Shilluk	 SV	Kohnen 1933: 57-58; Westermann 1912: passim
Shina	 SV	Bailey 1924: passim
Shipibo-Konibo	 SV	Faust 1973: 13
Shiriana	 SV	Gómez 1990: 125
Shompen	 VS	Chattopadhyay and Mukhopadhyay 2003: 22
Shona	 SV	Fortune 1955: passim
Shoshone	 SV	Crapo 1976: 19
Shuri	 SV	Kuwae 1983: passim
Shuswap	 VS	Kuipers 1974: 77
Siane	 SV	Salisbury 1956: 470
Siar	 SV	Ross 2002f: 422
Sidaama	 SV	Kawachi 2007: 511
Sikaritai	 SV	Martin 1986: passim
Sikkimese	 SV	Sandberg 1888: passim
Sila	 SV	Tucker and Bryan 1966: 241
Simeulue	 VS	Kahler 1963: passim
Sinaugoro	 SV	Tauberschmidt 1999: 2
Sinhala	 SV	Reynolds 1980: 11
Sio	 SV	Clark and Clark 1987: 45, 53
Siona	 SV	Wheeler 1962: passim
Sipakapense	 VS	Barrett 1999: 213
Sirionó	 SV	Schermair 1949: 30, 323, passim
Siroi	 SV	Wells 1979: 72
Sisaala	 SV	Blass 1975: passim
Sisiqa	 SV	Ross 2002l: 463
Siuslaw	 No dominant order	Frachtenberg 1914: passim
Skou	 SV	Voorhoeve 1971: 59
Slave	 SV	Rice 1989: 17, 997, 1004
Slovene	 SV	Priestly 1993: 427
So	 VS	Tucker and Bryan 1966: 400; Serzisko 1989: 387
Sobei	 SV	Sterner 1976: 154
Soddo	 SV	Cohen 1931: 203
Somali	 SV	Kirk 1905: 81, passim; Kirk 1903: 36
Soninke	 SV	Diagana 1995: 292-295 
Sonsorol-Tobi	 SV	Capell 1969: 83
Sorbian	 SV	Stone 1993: 653
Sotho (Northern)	 SV	Louwrens et al. 1995: 39
Sougb	 SV	Reesink 2002: passim
Southeast Ambrym	 SV	Crowley 2002b: 667
Southern Toussian	 SV	Prost 1964g: passim
Spanish	 No dominant order	
Spitian	 SV	Sharma 1992: 89
Squamish	 VS	Kuipers 1967: 169
Sre	 SV	Manley 1972: 62
Stieng	 SV	Miller 1976: 9-10
Sudest	 SV	Anderson and Ross 2002: 341
Suena	 SV	Wilson 1974: 98, passim
Suki	 SV	Voorhoeve 1975: 353
Suku	 SV	Bunkheti 1997: passim
Sukuma	 SV	Batibo 1985: passim
Sulka	 SV	Tharp 1996: 136
Sundanese	 SV	Hardjadibrata 1985: 86-95
Supyire	 SV	Carlson 1994: 239
Susu	 SV	Houis 1963: 53-54, 59
Swahili	 SV	Ashton 1947: passim
Swati	 No dominant order	Ziervogel 1952: 170
Swedish	 SV	McClean 1963: 101; Holmes and Hinchliffe 1994: 503, 507 
Taba	 SV	Bowden 1997a: 157
Tabare	 SV	McVinney and Luzbetak 1954: 14-15
Tabla	 SV	Abisay et al. 1983: 13
Tabwa	 SV	de Beerst 1896: passim
Tacana	 SV	Ottaviano 1980: passim
Tagalog	 VS	Schachter and Otanes 1972: 66
Tahitian	 VS	Tryon 1970a: 33, passim
Taiof	 SV	Ross 2002g: 436
Tairora	 SV	Vincent 1973a: 535
Tajik	 SV	Rastorgueva 1963: 94-95
Takelma	 SV	Sapir 1909: passim
Takia	 SV	Ross 2002h: 234
Talinga	 SV	Paluku 1998: passim
Tama	 SV	Tucker and Bryan 1966: 217
Tamabo	 SV	Jauncey 2002: 622
Tamagario	 SV	Voorhoeve 1975: passim
Tamang (Eastern)	 SV	Mazaudon 1976: 3
Tamashek	 VS	Heath 2005: 16
Tamil	 SV	Asher 1982: 25, 55
Tanacross	 SV	Holton 2000: passim
Tangale	 SV	Jungraithmayr 1991: passim
Tapieté	 SV	Gonzalez 2005: 206ff
Tarahumara (Central)	 SV	Cohen 1998: 172
Tarahumara (Western)	 SV	Burgess 1984: 9-10
Tarao	 SV	Singh 2002: 88
Tariana	 SV	Aikhenvald 2003
Tashlhiyt	 No dominant order	Applegate 1958: passim
Tatana'	 VS	Pekkanen 1988: passim
Tatar	 SV	Poppe 1968: 125
Taushiro	 VS	Wise 1999: 329
Tausug	 VS	Rubino 2006: 9
Tauya	 SV	MacDonald 1990: 4
Tawala	 SV	Ezard 1991: 42
Tboli	 VS	Porter 1977: 97
Telefol	 SV	Healey 1965a: 3
Telugu	 SV	Lisker 1963: passim
Temein	 SV	Tucker and Bryan 1966: 260
Temiar	 SV	Benjamin 1976: 153, 186
Temne	 SV	Scott 1956: passim
Tennet	 VS	Randal 1998: 222
Tenyer	 SV	Prost 1964h: passim
Teop	 SV	Mosel and Spriggs 1992: 9
Tepehua (Huehuetla)	 VS	Kung 2007: 540 
Tepehuan (Northern)	 VS	Bascom 1982: 273, passim
Tepehuan (Southeastern)	 VS	Willett 1991: 39
Tepehua (Tlachichilco)	 VS	Watters 1988: 12, passim
Tera	 SV	Newman 1970: 15-17
Teribe	 SV	Quesada 2000: 115
Teso	 VS	Hilders and Lawrance 1956: xix
Tetela	 SV	Wetshemongo 1996: 44, 63, 433
Tetun	 SV	van Klinken 1997: 178, 186
Tetun Dili	 SV	Williams van Klinken et al. 2002: 50
Thai	 SV	Warotamasikkhadit 1972: 14, passim; Anthony et al. 1968: 88-91, 95
Thakali	 SV	Georg 1996: back cover
Thangmi	 SV	Turin 2000: passim
Thompson	 VS	Thompson and Thompson 1992: 138
Thulung	 SV	Allen 1975b: 92
Tibetan (Dingri)	 SV	Herrmann 1989: 88, 94s
Tibetan (Drokpa)	 SV	Kretschmar 1986: 90
Tibetan (Modern Literary)	 SV	Goldstein 1991: 46
Tibetan (Shigatse)	 SV	Haller 2000: passim, 111-112
Tibetan (Standard Spoken)	 SV	Denwood 1999: 211 ; DeLancey 2003: 282
Tidore	 SV	van Staden 2000: 207
Tigak	 SV	Beaumont 1979: 39
Tigré	 SV	Raz 1983: 94, passim
Tigrinya	 SV	Kogan 1997: 441
Tiipay (Jamul)	 SV	Miller 2001: 149, 204
Tikar	 SV	Stanley 1991: 53
Tima	 SV	Tucker and Bryan 1966: 268
Timucua	 SV	Granberry 1993: 109 
Timugon	 VS	Prentice 1971: 55, 56, 57, 59, 60, 62, 64, 65, 67, 69, 154
Tinani	 SV	Sharma 1989b: 180
Tinrin	 No dominant order	Osumi 1995: 239 
Tiriyo	 VS	Meira 1999: 582
Tirmaga	 SV	Bryant 1999: 42
Tiv	 SV	Abraham 1940: passim
Tiwa (Northern)	 SV	Trager 1946: 215
Tiwi	 SV	Osborne 1974: 64
Tlapanec	 VS	Suárez 1983a: 268-269
Tlingit	 SV	Dryer 1985: passim
Toba	 No dominant order	Klein 1973: passim
Tobati	 SV	Donohue 2002: 186
Tobelo	 SV	Holton 2003: 54
Tod	 SV	Sharma 1989b: 336
Tokelauan	 VS	Hooper 1996: 25
Tolai	 No dominant order	Mosel 1984: 139-140
Tondano	 No dominant order	Sneddon 1975: passim
Tonga (in Zambia)	 SV	Collins 1962: passim
Tongan	 VS	Churchward 1953: 65-67
Tonkawa	 SV	Hoijer 1972: passim
Torwali	 SV	Lunsford 2001: 41
Totonac (Xicotepec de Juárez)	 SV	Reid et al. 1968: 31
Trique (Copala)	 VS	Hollenbach 1992: 186
Trumai	 SV	Monod-Becquelin 1975: passim
Tsafiki	 SV	Dickinson 2002: 41
Tsez	 SV	Alekseev and Radzhabov 2004: 148
Tshangla	 SV	Andvik 2003: 443
Tsimshian (Coast)	 VS	Dunn 1979: 59-60
Tsova-Tush	 SV	Holisky and Gagua 1994: 198-199
Tuareg (Air)	 VS	Galand 1974: 20
Tubu	 SV	Tucker and Bryan 1966: 191; Lukas 1953: 177
Tucano	 SV	West 1980: 21
Tugun	 SV	Hinton 1991: 85
Tukang Besi	 VS	Donohue 1999a: 51
Tuki	 SV	Biloa 1997: 23
Tulu	 SV	Brigel 1982: 126-127 
Tumleo	 SV	Schultze 1911: passim
Tümpisa Shoshone	 SV	Dayley 1989a: 19-20
Tunebo	 SV	Rocherau 1926: 72-73
Tunen	 SV	Dugast 1971: 309
Tungak	 SV	Fast 1990: 56
Tunica	 SV	Haas 1940: 98-99
Tupuri	 SV	Ruelland 1992: 456-477
Turkana	 VS	Dimmendaal 1983a: 57, 68, 90, passim
Turkish	 SV	Underhill 1976: 71
Turkmen	 SV	Clark 1998b: 498 
Tuscarora	 No dominant order	Williams 1976: 47-48
Tutelo	 SV	Oliverio 1996: 165, 170
Tutsa	 SV	Rekhung 1992: passim
Tuvaluan	 VS	Besnier 2000: 134 
Tuvan	 SV	Anderson and Harrison 1999: 70
Tuyuca	 SV	Barnes 1994: 327
Tyeraity	 SV	Tryon 1974: 18, 39
Tzotzil	 VS	Cowan 1969: 9
Tzutujil	 No dominant order	Dayley 1985: 302.305-302.306, 310
Ubykh	 SV	Charachidze 1989: 427
Udi	 SV	Schulze 1982: 190, 192
Udihe	 SV	Nikolaeva and Tolskaya 2001: 840
Udmurt	 SV	Csúcs 1998: 299
Ukrainian	 SV	Stechishin 1958: 25
Uldeme	 SV	de Colombel 1997: 75
Ulithian	 SV	Lynch 2002b: 801
Una	 SV	Louwerse 1988: 103-105
Ungarinjin	 SV	Coate and Oates 1970: 68-70; Rumsey 1982: 145
Ura	 SV	Crowley 1999: 199
Uradhi	 SV	Crowley 1983: 368
Urak Lawoi'	 SV	Hogan 1988: passim
Urarina	 VS	Olawsky 2006: 652
Urat	 SV	Sposato 2008: 16
Urdu	 SV	
Uru	 SV	Vellard 1967: passim
Urubú-Kaapor	 SV	Kakumasu 1986: 327-331
Usan	 SV	Reesink 1987: 19, 124 
Usarufa	 SV	Bee 1973: 301-302
Ute	 No dominant order	Southern Ute Tribe 1980: 9, 61
Uyghur	 SV	Hahn 1998: 394
Uzbek	 SV	Sjoberg 1963: 144, 150, 154
Vai	 SV	Welmers 1976: 82, 96, 132
Venda	 SV	Poulos 1990: passim
Vietnamese	 SV	Nguyen 1975: 4, 13; Binh 1971: 70; Vu'ong-Gia-Thuy 1975: 121
Vinmavis	 SV	Crowley 2002g: 647
Waama	 SV	Peter 1990: 237
Wagiman	 SV	Cook 1987: 297
Wahgi	 SV	Luzbetak 1954: 35-36
Wai Wai	 No dominant order	Hawkins 1998: 27
Wakhi	 SV	Lorimer 1958: 208
Walman	 SV	Schmidt and Vormann 1900: 90; Spölgen and Schmidt 1901: 355
Wambaya	 No dominant order	Nordlinger 1993: passim
Wambon	 SV	de Vries 1989: 45, 51
Wambule	 SV	Opgenort 2004: 144 
Wan	 SV	Nikitina 2008: 54 
Wangkumara	 SV	McDonald and Wurm 1979: passim
Waorani	 SV	Peeke 1973: 100, 115; Peeke 1994: 268; Peeke 1979: 17, 52
Wappo	 SV	Radin 1929: passim
Warao	 SV	Vaquero 1965: 141, 144; Romero-Figueroa 1997: 5
Waray (in Australia)	 SV	Harvey 1986: 245
Wardaman	 No dominant order	Merlan 1994: 248
Warekena	 SV	Aikhenvald 1998: 229
Warembori	 SV	Donohue 1999b: 8
Wari'	 VS	Everett and Kern 1997: 132, 224 
Warlpiri	 No dominant order	Swartz 1988: passim
Warluwara	 SV	Breen 1970: 217
Warndarang	 SV	Heath 1980b: 90
Warrgamay	 No dominant order	Dixon 1981: passim
Warrnambool	 VS	Blake 2003: 51
Warrwa	 No dominant order	McGregor 1994: 50
Washo	 SV	Jacobsen 1964: 455
Waskia	 SV	Ross and Paol 1978: 6, 7
Watam	 SV	Anonymous 5: passim
Wathawurrung	 VS	Blake et al. 1998a: 84
Waunana	 SV	Loewen 1954: passim
Wayampi	 SV	Grenand 1980: 74-76
Wedau	 SV	King 1901a: 23
Welsh	 VS	Thomas 1992a: 271, 286-287; Williams 1980b: 167; Bowen and Jones 1960: 15
Welsh (Colloquial)	 VS	Watkins 1993: passim
Wembawemba	 VS	Hercus 1986b: 51; Hercus 1969b: 75-76
West Makian	 SV	Voorhoeve 1982: 27
Wichí	 SV	Tovar 1981: 219; Viñas Urquiza 1974: 143, passim
Wichita	 No dominant order	Rood 1996: 599
Wikchamni	 No dominant order	Gamble 1978: passim
Wik Munkan	 SV	Kilham et al. 1986: 419
Wik Ngathana	 SV	Sutton 1978: 303
Wintu	 No dominant order	Pitkin 1977: passim
Wiyot	 SV	Reichard 1925: passim; Teeter 1964: 48
Woisika	 SV	Stokhof 1982: passim
Wolaytta	 SV	Tucker and Bryan 1966: 560
Woleaian	 SV	Sohn 1975: 150-151
Wolio	 VS	Anceaux 1952: 56
Wolof	 SV	Sauvageot 1965: 178
Womo	 SV	
Wyandot	 VS	Kopris 2001: 353
/Xam	 SV	Anonymous 4: sec.1
Xârâcùù	 SV	
Xasonga	 SV	Koite-Herschel 1981-1982: 48
Xavánte	 SV	McLeod and Mitchell 1980: 45
Xerénte	 SV	de Souza Filho 2007: 300
Xhosa	 SV	McLaren 1939: passim
!Xóõ	 SV	Traill 1994: 16
Yagaria	 SV	Renck 1975: 192, 193
Yagua	 VS	Payne 1990a: 224
Yahgan	 SV	Adelaar 2004: 575 
Yakut	 SV	Krueger 1962: 29
Yale (Kosarek)	 SV	Heeschen 1992: 30
Yaminahua	 SV	Eakin 1991: 32
Yamphu	 SV	Rutgers 1998: passim
Yao (in Malawi)	 No dominant order	Whiteley 1966: 108
Yapese	 VS	Jensen 1977a: 268
Yaqay	 SV	Boelaars 1950: 62
Yaqui	 SV	Lindenfeld 1973: 13, 16, 42, passim
Yareba	 SV	Weimer and Weimer 1975: 705
Yawelmani	 No dominant order	Newman 1944: passim
Yawuru	 VS	Hosokawa 1991: 34
Yay	 SV	Hudak 1991: xxvi
Yei	 SV	Boelaars 1950: 124
Yelî Dnye	 SV	Henderson 1975: 828
Yelmek	 SV	Boelaars 1950: 124, 26
Yidiny	 SV	Dixon 1977a: 268-270, 407-408 
Yimas	 SV	Foley 1991: passim 
Yindjibarndi	 SV	Wordick 1982: 2
Yingkarta	 SV	Dench 1998: 62
Yokuts (Yaudanchi)	 VS	Kroeber 1904: passim
Yoruba	 SV	Bamgbose 1966: 67, 79; Rowlands 1969: 9, 19
Yuchi	 SV	Wagner 1934: 315; Linn 2001: 449
Yucuna	 SV	Schauer and Schauer 1978: 17
Yukaghir (Kolyma)	 SV	Maslova 1999: 10, 414 
Yukaghir (Tundra)	 SV	Krejnovich 1958: passim 37, 116
Yukulta	 SV	Keen 1983: 229
Yulu	 SV	Santandrea 1970: 23, passim
Yup'ik (Central)	 No dominant order	Reed et al. 1977: passim
Yupik (Siberian)	 SV	de Reuse 1988: 36
Yurok	 SV	Robins 1958: 19
Yuwaalaraay	 SV	Williams 1980a: 93
Zande	 SV	Tucker and Bryan 1966: 156; Gore 1926: 24-25
Zaparo	 SV	Peeke 1962: 130, passim
Zapotec (Isthmus)	 VS	Pickett et al. 1998: 91
Zapotec (Mitla)	 VS	Stubblefield and Stubblefield 1991: 233
Zapotec (Yatzachi)	 VS	Butler 1980: 21-22
Zapotec (Zoogocho)	 VS	Sonnenschein 2005: 113
Zarma	 SV	Tersis 1972: passim
Zayse	 SV	Hayward 1990b: 319-320, passim
Zazaki	 SV	
Zhuang (Northern)	 SV	Yongxian Luo 2008: 326, 347
Zimakani	 SV	Voorhoeve 1975: 357
Zoque (Chimalapa)	 SV	Johnson 2000: 378
Zoque (Copainalá)	 VS	Harrison et al. 1981: 402
Zoque (Ostuacan)	 VS	Engel and Longacre 1963: 335
Zulu	 SV	Ziervogel et al. 1981: 100, passim
Zuni	 SV	Nichols 1997b: 6
