Language	Value	Reference
Ngadjumaja	 Noun-Adjective	von Brandenstein 1980: passim
Ngalakan	 Noun-Adjective	Merlan 1983: 60, 81
Ngalkbun	 Noun-Adjective	Capell 1962b: 104
Ngambay	 Noun-Adjective	Thayer 1978: 25-26, 28
Nganasan	 Adjective-Noun	Helimski 1998a: 511
Ngandi	 Noun-Adjective	Heath 1978: passim
Ngan'gityemerri	 Noun-Adjective	Reid 1990: 29-30, passim 295
Ngankikurungkurr	 Noun-Adjective	Hoddinott and Kofod 1988: passim
Ngawun	 No dominant order	Breen 1981b: 63
Ngbandi	 Noun-Adjective	Toronzoni 1989: 344, 358
Ngiti	 Adjective-Noun	Kutsch Lojenga 1994: 340
Ngiyambaa	 No dominant order	Donaldson 1980: passim
Ngizim	 Noun-Adjective	Schuh 1972: 128, 129, 134, 138
Ngoni	 Noun-Adjective	Ngonyani 2003: 74
Nguna	 Noun-Adjective	Schütz 1969b: passim
Nias	 Noun-Adjective	Brown 2001
Nicobarese (Car)	 Adjective-Noun	Braine 1970: 251
Nisenan	 Adjective-Noun	Eatough 1999: 31, passim
Nisgha	 Adjective-Noun	Tarpent 1987: 192, 307, 404, 407-411
Niuafo'ou	 Noun-Adjective	Early 2002: 852, 853
Niuean	 Noun-Adjective	Seiter 1980: 44
Nivkh	 Adjective-Noun	Panfilov 1962: 34, 128
Nkem	 No dominant order	Sibomana 1986: 266
Nkonya	 Noun-Adjective	Reineke 1972: 44-45
Nkore-Kiga	 Noun-Adjective	Taylor 1985: 49
Nocte	 Noun-Adjective	Das Gupta 1971: 11
Noghay	 Adjective-Noun	Csató and Karakoc 1998: 340
Noni	 Noun-Adjective	Hyman 1981b: 27, 31
Noon	 Noun-Adjective	Soukka 2000: 128
Norwegian	 Adjective-Noun	Olson 1901: 23-28
Nsenga	 Noun-Adjective	Ranger 1928: 30
Ntomba	 Noun-Adjective	Gilliard 1928: 11
Nuaulu	 Noun-Adjective	Bolton 1990: 71, 75
Nubian (Dongolese)	 Noun-Adjective	Armbruster 1960: 320
Nubian (Kunuz)	 Noun-Adjective	Abdel-Hafiz 1988: 205, 207
Nuer	 Noun-Adjective	Crazzolara 1933: 45
Nunggubuyu	 No dominant order	Heath 1984: 499
Nung (in Vietnam)	 Noun-Adjective	Saul and Wilson 1980: 14
Nuosu	 Noun-Adjective	Chen et al. 1985: 83, 102
Nupe	 Noun-Adjective	Smith 1967a: 19
Nusu	 Noun-Adjective	Sun and Liu 1986: passim
Nuuchahnulth	 No dominant order	Davidson 2002
Nyamkad	 Noun-Adjective	Sharma 1992: 147, 192
Nyamwezi	 Noun-Adjective	Maganga and Schadeberg 1992: passim
Nyanga	 Noun-Adjective	Price 1966: 53, 57; Bentley and Kulemeka 2001: 21; Mateene 1980: 61-62; Mchombo 2004: 24 
Nyangumarda	 No dominant order	Geytenbeek 1980: 28
Nyiha	 Noun-Adjective	Busse 1960: 54
Nyimang	 Noun-Adjective	Tucker and Bryan 1966: 252
Nyishi	 Adjective-Noun	Hamilton 1900: 11
Nyulnyul	 Adjective-Noun	McGregor 1996: 50
Nzakara	 Adjective-Noun	Tucker and Bryan 1966: 159; Santandrea 1965b: 147
Obolo	 No dominant order	Faraclas 1984: 30
Ocuilteco	 Adjective-Noun	Muntzel 1986: 95, 141
Ogbronuagum	 Adjective-Noun	Kari 2000: 44
Oksapmin	 No dominant order	
Olo	 Noun-Adjective	Staley 1995: 32, 46; Staley n.d.: ix
Omaha	 Noun-Adjective	Dorsey 1890: passim
Ömie	 Noun-Adjective	Austing and Upia 1975: 522
O'odham	 Adjective-Noun	Saxton 1982: 201; Zepeda 1983: 114-115
Ordos	 Adjective-Noun	Georg 2003: 207
Orig	 Noun-Adjective	Schadeberg and Elias 1979: 41
Orok	 Noun-Adjective	Pilsudski 1987: 31, passim
Orokaiva	 Noun-Adjective	Healey et al. 1969: 49
Oromo (Harar)	 Noun-Adjective	Owens 1985: 86
Oromo (Waata)	 Noun-Adjective	Heine 1981: 35, passim
Orya	 Noun-Adjective	Fields 1997: 260
Osage	 Noun-Adjective	Quintero 1997: 33
Ossetic	 Adjective-Noun	Abaev 1964: 124, 127, passim
Otomí (Mezquital)	 Adjective-Noun	Hess 1968: 32, passim
Otoro	 Noun-Adjective	Stevenson 1957: 31
Pa'a	 Adjective-Noun	Skinner 1979: 106-108
Paakantyi	 Adjective-Noun	Hercus 1982: 98
Paamese	 Noun-Adjective	Crowley 1982: 96
Páez	 Noun-Adjective	Slocum 1986: 24
Paiute (Northern)	 Adjective-Noun	Snapp et al. 1982: 52-54
Paiwan	 Noun-Adjective	Egli 1990: 177 
Palauan	 Adjective-Noun	Josephs 1975: 462
Palaung	 Noun-Adjective	Milne 1921: 9, 38
Palikur	 Noun-Adjective	Green and Green 1972: 24
Pame	 Noun-Adjective	Manrique 1967: 346
Panará	 Noun-Adjective	Dourado 2001: 88
Pangasinan	 No dominant order	Benton 1971a: passim
Pangwa	 Noun-Adjective	Stirnimann 1983: 31
Panjabi	 Adjective-Noun	Gill and Gleason 1969: 45; Gill and Gleason 1963: 163-164
Panyjima	 No dominant order	Dench 1991: 186
Pare	 Noun-Adjective	Kotz 1964: 43; Kagaya 1989: 11
Päri	 Noun-Adjective	Simeoni 1978: 43
Pashto	 Adjective-Noun	Shafeev 1964: 23
Patep	 Noun-Adjective	Lauck 1976: passim
Pattani	 Adjective-Noun	Sharma 1982a: 131, 133, 170; Sharma 2000: passim; Sharma 1989c: 68
Paulohi	 Noun-Adjective	Stresemann 1918: 56
Paumarí	 Noun-Adjective	Chapman and Derbyshire 1991: 259, 337
Pawaian	 Adjective-Noun	Trefry 1969: 35, 36, 37
Pero	 Noun-Adjective	Frajzyngier 1989: 136, 143-144
Persian	 Noun-Adjective	Lazard 1957a: 81; Rastorgueva 1964: 21, 23; Lambton 1967: 19, 21
Piaroa	 Noun-Adjective	Krute 1989: 82, 146
Pilagá	 Noun-Adjective	Vidal 2001: 287, 290
Pima Bajo	 Adjective-Noun	Estrada Fernández 1996: 16
Pipil	 Adjective-Noun	Campbell 1985: 108
Pirahã	 Noun-Adjective	Everett 1986: 272-273
Piro	 Noun-Adjective	Matteson 1965: 67
Pitjantjatjara	 Noun-Adjective	Bowe 1990: 8 
Pitta Pitta	 Noun-Adjective	Blake 1979c: 214
Podoko	 No dominant order	Jarvis 1989: 67
Pohnpeian	 Noun-Adjective	Rehg 1981: 348 
Poko-Rawo	 Noun-Adjective	
Pokot	 Noun-Adjective	Crazzolara 1978: 46; Tucker and Bryan 1966: 493; Baroja 1989: 43
Polish	 Adjective-Noun	Bielec 1998: 157 ; Brooks 1975: 382
Port Sandwich	 Noun-Adjective	Crowley 2002e: 653
Portuguese	 Noun-Adjective	Parkinson 1988: 157, 159
Prasuni	 Adjective-Noun	Morgenstierne 1949: passim
Puluwat	 Noun-Adjective	Lynch 2002e: 808
Pumi	 Noun-Adjective	Ding 1998: 170; Lu 1983: 76
Pungupungu	 Noun-Adjective	Tryon 1974: 188
Purépecha	 Noun-Adjective	Foster 1969: passim
Purki	 Adjective-Noun	Rangan 1979: 107, 120
Qafar	 Adjective-Noun	Bliese 1981: 104, passim
Qiang	 Noun-Adjective	Sun 1981: 156, 164; LaPolla 2003b: 39
Quechua (Huallaga)	 Adjective-Noun	Weber 1989: 17, 249
Quechua (Imbabura)	 Adjective-Noun	Cole 1982: 77
Quileute	 Adjective-Noun	Andrade 1933: 279, passim
Raga	 Noun-Adjective	Crowley 2002c: 630
Raji	 No dominant order	Sharma 1990: 195
Ralte	 Noun-Adjective	Grierson 1904: 76
Rama	 Noun-Adjective	Grinevald 1988: 34
Rang Pas	 Adjective-Noun	Zoller 1983: 89, passim
Rao	 Noun-Adjective	Stanhope 1980: 9
Rapanui	 Noun-Adjective	Chapin 1978: 152, 146-147
Rashad	 Noun-Adjective	Tucker and Bryan 1966: 298
Rawa	 Noun-Adjective	Toland and Toland 1991: 88
Rawang	 Noun-Adjective	Barnard 1934: 9
Remo	 Adjective-Noun	Fernandez 1967: 127
Resígaro	 Adjective-Noun	Allin 1976: 223, passim
Retuarã	 Adjective-Noun	Strom 1992: 51, 53
rGyalrong (Caodeng)	 Noun-Adjective	Sun 2003: 498
Romanian	 Noun-Adjective	Mallinson 1986: 98, 105
Romani (Welsh)	 Adjective-Noun	Sampson 1926: 229
Romansch (Sursilvan)	 Noun-Adjective	Haiman 1988: 374
Ronga	 Noun-Adjective	Junod 1896: 85
Rotuman	 Noun-Adjective	Churchward 1940: passim 111
Roviana	 Noun-Adjective	Corston-Oliver 2002: 475
Rukai (Tanan)	 No dominant order	Zeitoun 2007: 310-311
Rumu	 Noun-Adjective	Petterson 1999: 16
Runga	 Noun-Adjective	Nougayrol 1989: 40, 43
Runyankore	 Noun-Adjective	Morris and Kirwan 1972: 35
Runyoro-Rutooro	 Noun-Adjective	Rubongoya 1999: 34, 296, 300
Russian	 Adjective-Noun	Launer 1974: 49; Krylova and Khavronina 1976: 39; Borras and Christian 1959: 386; Bivon 1971: 75 
Rutul	 Adjective-Noun	Alekseev 1994b: 237
Sa'a	 Noun-Adjective	Ivens 1918: 149
Saami (Northern)	 Adjective-Noun	Bartens 1989: 50, 85, 372
Sahu	 Noun-Adjective	Visser and Voorhoeve 1987: 44
Sakao	 Noun-Adjective	Guy 1974a: 62ff
Saliba (in Papua New Guinea)	 Noun-Adjective	Margetts 1999b: 19
Salinan	 No dominant order	Mason 1918: passim
Salt-Yui	 Noun-Adjective	Irwin 1974: 42
Samba Leko	 Noun-Adjective	Fabre 2003: 186
Samoan	 Noun-Adjective	Marsack 1962: 27, 102
Sandawe	 Noun-Adjective	Eaton 2008: 69
Sango	 Adjective-Noun	Samarin 1967b: 59
Sangu	 Noun-Adjective	Idiata 1998: 66
Santa	 Adjective-Noun	Kim 2003: 361
Santali	 Adjective-Noun	Neukom 2001: 55-56, 174
Sanuma	 Noun-Adjective	Borgman 1990: 129
Sapuan	 Noun-Adjective	Jacq and Sidwell 1999: 16
Sarcee	 Noun-Adjective	Cook 1984: 67-68
Sardinian	 Noun-Adjective	Jones 1988: 335
Sare	 Adjective-Noun	Sumbuk 1999
Savi	 Adjective-Noun	Buddruss 1967: 61
Savosavo	 Adjective-Noun	Wegener 2008: 118
Sebei	 Noun-Adjective	O'Brien and Cuypers 1975: passim
Secoya	 Adjective-Noun	Johnson and Levinsohn 1990: 50
Sedang	 Noun-Adjective	Smith 1979: 77
Seediq	 No dominant order	Pecoraro 1977: 50
Selepet	 Noun-Adjective	McElhanon 1972: 76
Selknam	 Adjective-Noun	Najlis 1973: 2
Selkup	 Adjective-Noun	Helimski 1998b: 575
Sema	 Noun-Adjective	Sreedhar 1980: 157, 161
Seme	 Noun-Adjective	Prost 1964d: 374
Semelai	 Noun-Adjective	Kruspe 1999: 317-318 
Seminole	 Noun-Adjective	Nathan 1977: 136-137
Sena	 Noun-Adjective	Anderson 1897: 19
Sentani	 Noun-Adjective	Cowan 1965: 58
Serbian-Croatian	 Adjective-Noun	Partridge 1964: 68; Browne 1974: 44
Seri	 Only internally-headed relative clauses	Marlett 1981: 228-230, passim
Sesotho	 Noun-Adjective	Paroz 1946: 166
Shabo	 Adjective-Noun	Teferra 1991: 382
Shambala	 Noun-Adjective	Besha 1993: 27
Shatt	 Noun-Adjective	Tucker and Bryan 1966: 238
Sherpa	 Noun-Adjective	Schottelndreyer and Schottelndreyer 1973: passim
Shilluk	 Noun-Adjective	Kohnen 1933: 14, 46
Shina	 Adjective-Noun	Bailey 1924: passim
Shipibo-Konibo	 No dominant order	Faust 1973: 32
Shiriana	 Noun-Adjective	Gómez 1990: 72-75, 128; Borgman and Cue 1963: 228-229
Shompen	 Adjective-Noun	Chattopadhyay and Mukhopadhyay 2003: 16
Shona	 Noun-Adjective	Fortune 1955: 153-156
Shoshone	 Adjective-Noun	Crapo 1976: 19
Siane	 Noun-Adjective	Salisbury 1956: 469
Siar	 Adjective-Noun	Ross 2002f: 417-418
Sidaama	 Adjective-Noun	Kawachi 2007: 511
Sikkimese	 Noun-Adjective	Sandberg 1888: 33
Sila	 Noun-Adjective	Tucker and Bryan 1966: 242
Simeulue	 Noun-Adjective	Kahler 1963: passim
Sinaugoro	 Noun-Adjective	Tauberschmidt 1999: 62
Sinhala	 Adjective-Noun	Geiger 1938: 116
Sio	 Noun-Adjective	Clark and Clark 1987: 26, 46
Siona	 Adjective-Noun	Wheeler 1970: 76, 80-81
Sipakapense	 Adjective-Noun	Barrett 1999: 200
Sirionó	 Noun-Adjective	Firestone 1965: 31; Schermair 1949: 43
Siroi	 Noun-Adjective	Wells 1979: 37, 44
Sisiqa	 Noun-Adjective	Ross 2002l: 460
Siuslaw	 Adjective-Noun	Frachtenberg 1914: passim
Skou	 Noun-Adjective	Voorhoeve 1971: D
Slave	 Noun-Adjective	Rice 1989: 1309, passim
Slovene	 Adjective-Noun	Priestly 1993: 430
So	 Noun-Adjective	Tucker and Bryan 1966: 400; Serzisko 1989: 391
Sobei	 Noun-Adjective	Sterner 1976: 153-155
Soddo	 Adjective-Noun	Cohen 1931: 215
Somali	 Noun-Adjective	Kirk 1905: 35; Saeed 1987: 111-112, passim; Kirk 1903: 25
Soninke	 Noun-Adjective	Diagana 1995: 122ff 
Sonsorol-Tobi	 No dominant order	Capell 1969: passim
Sorbian	 Adjective-Noun	Stone 1993: 655
Sougb	 Noun-Adjective	Reesink 2002: 246
Southeast Ambrym	 Noun-Adjective	Crowley 2002b: 663
Spanish	 Noun-Adjective	Green 1988: 104-105
Spitian	 Noun-Adjective	Sharma 1992: 50, 51, 90
Squamish	 Adjective-Noun	Kuipers 1967: 175-176
Sre	 Noun-Adjective	Manley 1972: 82, 156-158
Stieng	 Noun-Adjective	Miller 1976: 23-24
Sudest	 Noun-Adjective	Anderson and Ross 2002: 330
Suena	 Noun-Adjective	Wilson 1974: 77, passim
Suki	 Adjective-Noun	Hatfield 2008: 7
Suku	 Noun-Adjective	Bunkheti 1997: passim
Sulka	 Noun-Adjective	Tharp 1996: 108, 115-116
Sundanese	 Noun-Adjective	Hardjadibrata 1985: 38-41
Sungor	 Noun-Adjective	Lukas 1938: 189
Supyire	 Noun-Adjective	Carlson 1994: 165-166, 189, 223ff
Swahili	 Noun-Adjective	Ashton 1947: 46
Swati	 No dominant order	Ziervogel 1952: 52
Swedish	 Adjective-Noun	McClean 1963: 163, passim
Taba	 Noun-Adjective	Bowden 1997a: 204, 206
Tabare	 Noun-Adjective	McVinney and Luzbetak 1954: 35
Tabla	 Noun-Adjective	Abisay et al. 1983: 12
Tabwa	 Noun-Adjective	de Beerst 1896: 304
Tacana	 No dominant order	Ottaviano 1980: passim; Ottaviano and Ottaviano 1967: passim
Tagalog	 No dominant order	Schachter and Otanes 1972: 118, 121-122
Tahitian	 Noun-Adjective	Tryon 1970a: 20
Taiof	 Noun-Adjective	Ross 2002g: 430
Tairora	 No dominant order	Vincent 1973a: passim
Tajik	 Noun-Adjective	Rastorgueva 1963: 39, 94, 95
Takelma	 Noun-Adjective	Sapir 1922b: 256; Kendall 1977: 42
Takia	 Noun-Adjective	Ross 2002h: 227
Talysh (Southern)	 Adjective-Noun	Stilo 2005: passim
Tama	 Noun-Adjective	Tucker and Bryan 1966: 218
Tamabo	 Noun-Adjective	Jauncey 2002: 614
Tamang (Eastern)	 Adjective-Noun	Mazaudon 2003: 297; Mazaudon 1976: 8, 9
Tamashek	 Noun-Adjective	Heath 2005: 14
Tamil	 Adjective-Noun	Asher 1982: 65, passim
Tanacross	 Noun-Adjective	Holton 2000: 293
Tarahumara (Central)	 Adjective-Noun	Cohen 1998: 227
Tarahumara (Western)	 Adjective-Noun	Burgess 1984: 92
Tarao	 Noun-Adjective	Singh 2002: 89
Tariana	 No dominant order	Aikhenvald 2003
Tasmanian	 Noun-Adjective	Schmidt 1952: 192
Tatana'	 Noun-Adjective	Dunn and Peck 1988: 207
Tatar	 Adjective-Noun	Poppe 1968: 112
Tati (Southern)	 Adjective-Noun	Yar-Shater 1969: 140
Tausug	 Noun-Adjective	Rubino 2006: 20; Hardaker 1963: 143
Tauya	 Noun-Adjective	MacDonald 1990: 85, 105
Tawala	 Noun-Adjective	Ezard 1991: 268
Tboli	 Noun-Adjective	Porter 1977: 52, 54
Telefol	 Noun-Adjective	Healey 1965c: 5, 17
Telugu	 Adjective-Noun	Lisker 1963: 18
Temein	 Noun-Adjective	Tucker and Bryan 1966: 261
Temiar	 Noun-Adjective	Benjamin 1976: 155, 185
Temne	 Noun-Adjective	Wilson 1961a: 16; Scott 1956: 12
Tennet	 Noun-Adjective	Randal 1998: 225
Tenyer	 Noun-Adjective	Prost 1964h: 224
Teop	 Noun-Adjective	Mosel and Spriggs 1992: 42
Tepehua (Huehuetla)	 Adjective-Noun	Kung 2007: 403 
Tepehuan (Northern)	 No dominant order	Bascom 1982: 339-340
Tepehuan (Southeastern)	 Noun-Adjective	Willett 1991: 50
Tepehua (Tlachichilco)	 Adjective-Noun	Watters 1988: passim
Tera	 Noun-Adjective	Newman 1970: 36
Teribe	 Noun-Adjective	Quesada 2000: 127
Teso	 Noun-Adjective	Hilders and Lawrance 1956: xix
Tetun	 Noun-Adjective	Morris 1984: xv; van Klinken 1997: 133
Tetun Dili	 Noun-Adjective	Williams van Klinken et al. 2002: 25
Thadou	 Noun-Adjective	Krishan 1980: 73
Thai	 Noun-Adjective	Warotamasikkhadit 1972: 14, 50, 17
Thakali	 Adjective-Noun	Georg 1996: 173, 174
Thangmi	 Adjective-Noun	Turin 2000: passim
Thompson	 Adjective-Noun	Thompson and Thompson 1992: 161
Thulung	 Adjective-Noun	Allen 1975b: 103
Tibetan (Dingri)	 Noun-Adjective	Herrmann 1989: 85
Tibetan (Drokpa)	 Noun-Adjective	Kretschmar 1986: 83
Tibetan (Modern Literary)	 Noun-Adjective	Goldstein 1991: 52
Tibetan (Shigatse)	 No dominant order	Haller 2000: 63
Tibetan (Standard Spoken)	 Noun-Adjective	DeLancey 2003: 273
Tidore	 Noun-Adjective	van Staden 2000: 137, 193
Tigak	 Noun-Adjective	Beaumont 1979: 94
Tigré	 Adjective-Noun	Raz 1983: 32
Tigrinya	 Adjective-Noun	Kogan 1997: 441
Tiipay (Jamul)	 Only internally-headed relative clauses	Miller 2001: 202, passim
Tikar	 Noun-Adjective	Stanley 1991: 204
Tima	 Noun-Adjective	Tucker and Bryan 1966: 269
Timugon	 Noun-Adjective	Prentice 1971: 178, 190
Tinani	 Adjective-Noun	Sharma 1989b: 151
Tinrin	 Adjective-Noun	Osumi 1995: 77, 160 
Tiv	 No dominant order	Abraham 1940: 70-72
Tiwi	 Adjective-Noun	Osborne 1974: 73
Tlapanec	 Noun-Adjective	Suárez 1983a: 298, passim
Tlingit	 No dominant order	Boas 1917: passim
Toba	 Adjective-Noun	Klein 2001: 40
Tobati	 Noun-Adjective	Donohue 2002: 192
Tolai	 No dominant order	Franklin et al. 1974: 37-38; Mosel 1984: 19
Tondano	 Noun-Adjective	Sneddon 1975: 114, 120ff
Tonga (in Zambia)	 Noun-Adjective	Collins 1962: 12
Tongan	 Noun-Adjective	Churchward 1953: 190
Tonkawa	 Noun-Adjective	Hoijer 1933-1938: 107, 25
Torwali	 Adjective-Noun	Lunsford 2001: 45
Totonac (Misantla)	 No dominant order	MacKay 1991: 435
Totonac (Xicotepec de Juárez)	 Adjective-Noun	Reid et al. 1968: passim
Trique (Copala)	 Noun-Adjective	Hollenbach 1992: 272, 277
Trumai	 No dominant order	Monod-Becquelin 1975: passim
Tsafiki	 Adjective-Noun	Dickinson 2002: 69, 70
Tsez	 Adjective-Noun	Alekseev and Radzhabov 2004: 148
Tshangla	 Adjective-Noun	Andvik 1999: 125 ; Andvik 2003: 441
Tsimshian (Coast)	 Adjective-Noun	Dunn 1979: 57
Tsogo	 Noun-Adjective	Raponda-Walker 1950: 23
Tsova-Tush	 Adjective-Noun	Holisky and Gagua 1994: 190, 198
Tubu	 Noun-Adjective	Tucker and Bryan 1966: 192; Lukas 1953: 42
Tucano	 No dominant order	West 1980: 174, 130, 134-135, 138
Tugun	 Noun-Adjective	Hinton 1991: 45, 60ff
Tukang Besi	 Noun-Adjective	Donohue 1999a: 304
Tulu	 Adjective-Noun	Brigel 1982: passim 127 
Tumleo	 Noun-Adjective	Schultze 1911: passim
Tümpisa Shoshone	 Adjective-Noun	Dayley 1989a: 15-16, 251, 272-273
Tunen	 Noun-Adjective	Dugast 1971: 153
Tungak	 Noun-Adjective	Fast 1990: 34
Tunica	 Noun-Adjective	Haas 1940: 99
Tupuri	 Noun-Adjective	Ruelland 1992: 327
Turkana	 Noun-Adjective	Dimmendaal 1983a: 206, 319-327
Turkish	 Adjective-Noun	Lewis 1967: 239; Thomas 1967: 18
Turkmen	 Adjective-Noun	Clark 1998b: 487 
Tutsa	 No dominant order	Rekhung 1992: 17
Tuvaluan	 Noun-Adjective	Besnier 2000: 151 
Tuvan	 Adjective-Noun	Anderson and Harrison 1999: 70
Tzutujil	 No dominant order	Dayley 1985: 194-195
Ubykh	 Adjective-Noun	Charachidze 1989: 375
Udi	 Adjective-Noun	Schulze 1982: 191
Udihe	 Adjective-Noun	Nikolaeva and Tolskaya 2001: 486
Udmurt	 Adjective-Noun	Csúcs 1998: 295; Tepljashina 1966: 266, 276, 276
Ukrainian	 Adjective-Noun	Stechishin 1958: 25
Uldeme	 Noun-Adjective	de Colombel 1997: 36
Ulithian	 Noun-Adjective	Lynch 2002b: 797
Una	 Noun-Adjective	Louwerse 1988: 79, 92
Ungarinjin	 Noun-Adjective	Rumsey 1982: 138
Ura	 Noun-Adjective	Crowley 1999: 188
Uradhi	 Noun-Adjective	Crowley 1983: 371
Urak Lawoi'	 Noun-Adjective	Hogan 1988: 73, 74
Urarina	 Noun-Adjective	Olawsky 2006: 654
Urat	 Noun-Adjective	Sposato 2008: 10
Urdu	 Adjective-Noun	Bender 1967: 109
Uru	 No dominant order	Vellard 1967: passim
Urubú-Kaapor	 Noun-Adjective	Kakumasu 1986: 372
Usan	 Noun-Adjective	Reesink 1987: 60 
Usarufa	 Adjective-Noun	Bee 1973: 279, passim
Ute	 Noun-Adjective	Southern Ute Tribe 1980: 290-291
Uyghur	 Adjective-Noun	Hahn 1998: 393
Uzbek	 Adjective-Noun	Sjoberg 1963: 140
Vafsi	 Noun-Adjective	Stilo 2005: passim
Vai	 Noun-Adjective	Welmers 1976: 66
Venda	 Noun-Adjective	Poulos 1990: 128
Vietnamese	 Noun-Adjective	Vu'ong-Gia-Thuy 1975: 102; Dinh Hoa 1974: 59; Binh 1971: 112, 125ff; Thompson 1965: 125, passim
Vili	 Noun-Adjective	Ndamba 1977: 285-287, 322, 324
Vinmavis	 Noun-Adjective	Crowley 2002g: 641
Wagiman	 Noun-Adjective	Tryon 1971: 2
Wahgi	 Noun-Adjective	Luzbetak 1954: 56
Wakhi	 Adjective-Noun	Lorimer 1958: 139, 208
Walman	 Noun-Adjective	Schmidt and Vormann 1900: 91
Wambon	 Noun-Adjective	de Vries 1989: 39, 75, 77
Wambule	 Adjective-Noun	Opgenort 2004: 121, 229 
Wan	 Noun-Adjective	Nikitina 2008: 65 
Wangkumara	 No dominant order	McDonald and Wurm 1979: passim
Waorani	 No dominant order	Peeke 1979: 50
Wappo	 Noun-Adjective	Li et al. 1977: 86
Warao	 Noun-Adjective	de Goeje 1930: 38; Vaquero 1965: 143; Romero-Figueroa 1997: 50
Wardaman	 Noun-Adjective	Merlan 1994: 234
Warekena	 Noun-Adjective	Aikhenvald 1998: 306
Warembori	 Noun-Adjective	Donohue 1999b: 11, 21
Warlpiri	 Noun-Adjective	Capell 1962b: 41
Warrwa	 Adjective-Noun	McGregor 1994: 51
Washo	 Adjective-Noun	Kroeber 1906: 301
Waskia	 Noun-Adjective	Ross and Paol 1978: 58
Wathawurrung	 Noun-Adjective	Blake et al. 1998a: 84
Watjarri	 Noun-Adjective	Douglas 1981: 241
Wedau	 Noun-Adjective	King 1901a: 9
Welsh	 Noun-Adjective	Thomas 1992a: 289; Jones and Thomas 1977: 182; Bowen and Jones 1960: 20, 31
Wembawemba	 Adjective-Noun	Hercus 1986b: 26; Hercus 1969b: 41
West Makian	 Noun-Adjective	Voorhoeve 1982: 15
Wichí	 Noun-Adjective	Viñas Urquiza 1974: 122, 145; Tovar 1981: 220; Hunt 1940: 10
Wichita	 Noun-Adjective	Rood 1996: 599; Rood 1976: 23
Wikchamni	 Adjective-Noun	Gamble 1978: 129-130
Wik Munkan	 Noun-Adjective	Godfrey 1964: 60, 68; Kilham et al. 1986: 403, 417
Wik Ngathana	 Noun-Adjective	Sutton 1978: 302
Wiyot	 Noun-Adjective	Teeter 1964: 94
Wogamusin	 Noun-Adjective	Laycock and Z'graggen 1975: 744
Woisika	 Noun-Adjective	Stokhof 1982: passim
Wolaytta	 Adjective-Noun	Tucker and Bryan 1966: 561
Woleaian	 Noun-Adjective	Sohn 1975: 75, 168, 181
Wolio	 Noun-Adjective	Anceaux 1952: 41
Wolof	 Noun-Adjective	Njie 1982: 74, 227; Sauvageot 1965: 193, 195
Womo	 Noun-Adjective	
/Xam	 Noun-Adjective	Anonymous 4: sec.2
Xârâcùù	 Adjective-Noun	
Xasonga	 Noun-Adjective	Koite-Herschel 1981-1982: 108-109
Xerénte	 Noun-Adjective	de Souza Filho 2007: 301
Xhosa	 Noun-Adjective	McLaren 1939: 61-72
!Xóõ	 Noun-Adjective	Traill 1994: 20
Yagaria	 Adjective-Noun	Renck 1975: 167, 170-172
Yagua	 Noun-Adjective	Payne 1990a: 111, 118; Payne and Payne 1990: 349-352, 433
Yahgan	 Adjective-Noun	Adelaar 2004: 575 
Yakut	 Adjective-Noun	Krueger 1962: 428
Yale (Kosarek)	 Noun-Adjective	Heeschen 1992: 22, 29
Yaminahua	 Noun-Adjective	Eakin 1991: 64
Yamphu	 Adjective-Noun	Rutgers 1998: passim
Yanyuwa	 Adjective-Noun	Kirton 1971a: 10
Yao (in Malawi)	 Noun-Adjective	Whiteley 1966: 88
Yapese	 Noun-Adjective	Jensen 1977a: 218
Yaqui	 Adjective-Noun	Lindenfeld 1973: 66, 78
Yareba	 Adjective-Noun	Weimer and Weimer 1975: 692
Yawuru	 Adjective-Noun	Hosokawa 1991: 34
Yay	 Noun-Adjective	Hudak 1991: xxvi
Yelî Dnye	 Noun-Adjective	Henderson 1995: 73; Henderson 1975: 826
Yidiny	 Noun-Adjective	Dixon 1977a: 248-250 
Yimas	 No dominant order	Foley 1991: 93-94 
Yindjibarndi	 No dominant order	Wordick 1982: passim
Yingkarta	 Adjective-Noun	Dench 1998: 50
Yi (Wuding-Luquan)	 Noun-Adjective	Gao 1958: 1-2
Yokuts (Yaudanchi)	 Adjective-Noun	Kroeber 1904: 233
Yoruba	 Noun-Adjective	Ogunbowale 1970: 75
Yuchi	 Noun-Adjective	Wagner 1934: 346; Linn 2001: 407-408
Yucuna	 Adjective-Noun	Schauer and Schauer 1978: 28
Yukaghir (Kolyma)	 Adjective-Noun	Maslova 1999: 10, 86, 350 
Yukaghir (Tundra)	 Adjective-Noun	Krejnovich 1958: passim 116, 43
Yukulta	 Adjective-Noun	Keen 1983: 230
Yulu	 Noun-Adjective	Boyeldieu 1987: 163; Santandrea 1970: 85-86
Yup'ik (Central)	 No dominant order	Reed et al. 1977: passim
Yurimangí	 Noun-Adjective	Adelaar 2004: 61 
Yurok	 Adjective-Noun	Robins 1958: 64
Yuwaalaraay	 Adjective-Noun	Williams 1980a: 96
Zande	 Adjective-Noun	Tucker and Bryan 1966: 159
Zapotec (Isthmus)	 Noun-Adjective	Pickett et al. 1998: 25, 39
Zapotec (Mitla)	 Noun-Adjective	Stubblefield and Stubblefield 1991: 209
