Language	Value	Reference
Selkup	 Numeral-Noun	Helimski 1998b: 575
Sema	 Noun-Numeral	Sreedhar 1980: 160, 161
Semelai	 Numeral-Noun	Kruspe 1999: 320 
Seminole	 Noun-Numeral	Nathan 1977: 145, 67
Sentani	 Noun-Numeral	Cowan 1965: 58, 62
Serbian-Croatian	 Numeral-Noun	Partridge 1964: 162
Seri	 Noun-Numeral	Marlett 1981: 223, 230
Shabo	 Numeral-Noun	Teferra and Unseth 1989: passim; Teferra 1991: 382
Shatt	 Noun-Numeral	Tucker and Bryan 1966: 238
Sherpa	 Noun-Numeral	Schottelndreyer and Schottelndreyer 1973: passim
Shilluk	 Noun-Numeral	Kohnen 1933: 52
Shina	 Numeral-Noun	Bailey 1924: passim
Shipibo-Konibo	 Numeral-Noun	Faust 1973: passim
Shiriana	 Numeral-Noun	Gómez 1990: 73-74
Shompen	 Numeral-Noun	Chattopadhyay and Mukhopadhyay 2003: 16
Shona	 Noun-Numeral	Fortune 1955: passim
Siar	 Numeral-Noun	Ross 2002f: 416
Sidaama	 Numeral-Noun	Kawachi 2007: 512
Sikkimese	 Noun-Numeral	Sandberg 1888: passim
Sinaugoro	 Noun-Numeral	Kolia 1975: 123
Sinhala	 No dominant order	Geiger 1938: 121-122
Sio	 Noun-Numeral	Clark and Clark 1987: 26, 46
Siona	 Numeral-Noun	Wheeler 1970: 76, 79
Sipakapense	 Numeral-Noun	Barrett 1999: 202
Siroi	 Noun-Numeral	Wells 1979: 44, passim
Sisiqa	 Numeral-Noun	Ross 2002l: 459
Siuslaw	 Numeral-Noun	Frachtenberg 1914: passim
Skou	 Noun-Numeral	Voorhoeve 1971: D
Slave	 Noun-Numeral	Rice 1989: 267, 377, 1000
Slovene	 Numeral-Noun	Priestly 1993: 430, 440-441
So	 Noun-Numeral	Serzisko 1989: 391
Sobei	 Noun-Numeral	Sterner 1976: 153-155
Somali	 Numeral-Noun	Kirk 1903: 26; Saeed 1987: passim
Sonsorol-Tobi	 Numeral-Noun	Capell 1969: 69
Sougb	 Noun-Numeral	Reesink 2002: 246
Southern Toussian	 Noun-Numeral	Prost 1964g: 280
Spanish	 Numeral-Noun	Green 1988: 104
Spitian	 Noun-Numeral	Sharma 1992: 51
Squamish	 Numeral-Noun	Kuipers 1967: passim
Sre	 Numeral-Noun	Manley 1972: 82, 156-158
Stieng	 No dominant order	Miller 1976: 21, 31
Sudest	 Noun-Numeral	Anderson and Ross 2002: 330
Suena	 Noun-Numeral	Wilson 1974: 77, passim
Suki	 No dominant order	Hatfield 2008: 4
Suku	 Noun-Numeral	Bunkheti 1997: passim
Sulka	 Noun-Numeral	Tharp 1996: 115
Sundanese	 Numeral-Noun	Hardjadibrata 1985: 38-39
Supyire	 Noun-Numeral	Carlson 1994: 206
Swahili	 Noun-Numeral	Ashton 1947: 52
Swati	 No dominant order	Ziervogel 1952: 178
Swedish	 Numeral-Noun	McClean 1963: passim; Holmes and Hinchliffe 1994: 230 
Taba	 Noun-Numeral	Bowden 1997a: 204, 275ff
Tabare	 Noun-Numeral	McVinney and Luzbetak 1954: 41
Tabla	 Noun-Numeral	Abisay et al. 1983: 12
Tabwa	 Noun-Numeral	de Beerst 1896: 313
Tagalog	 Numeral-Noun	Schachter and Otanes 1972: 121
Tahitian	 No dominant order	Tryon 1970a: 16-17
Taiof	 Numeral-Noun	Ross 2002g: 429-430
Tairora	 Noun-Numeral	Vincent 1973a: passim
Tajik	 Numeral-Noun	Rastorgueva 1963: 53
Takelma	 Noun-Numeral	Sapir 1922b: 266
Talysh (Southern)	 Numeral-Noun	Stilo 2005: passim
Tamabo	 Noun-Numeral	Jauncey 2002: 614
Tamang (Eastern)	 Noun-Numeral	Mazaudon 1976: 8; Mazaudon 2003: 297
Tamashek	 Numeral-Noun	Heath 2005: 14, 247, 249, 251
Tamil	 Numeral-Noun	Asher 1982: 65, passim
Tapieté	 Numeral-Noun	Gonzalez 2005: 120
Tarahumara (Western)	 Numeral-Noun	Burgess 1984: 91
Tarao	 Noun-Numeral	Singh 2002: 89
Tariana	 Numeral-Noun	Aikhenvald 2003
Tatana'	 Numeral-Noun	Dunn and Peck 1988: 207
Tatar	 Numeral-Noun	Poppe 1968: 112-113
Tauya	 Noun-Numeral	MacDonald 1990: 85, 117-118
Tawala	 Noun-Numeral	Ezard 1991: 268
Tboli	 Numeral-Noun	Porter 1977: 52
Telefol	 Noun-Numeral	Healey 1965c: 25, 26
Telugu	 Numeral-Noun	Lisker 1963: passim
Temein	 Noun-Numeral	Tucker and Bryan 1966: 261
Temne	 Noun-Numeral	Scott 1956: 22
Tennet	 Noun-Numeral	Randal 1998: 225
Teop	 Numeral-Noun	Mosel and Spriggs 1992: 42
Tepehua (Huehuetla)	 Numeral-Noun	Kung 2007: 482 
Tepehuan (Northern)	 Numeral-Noun	Bascom 1982: passim 
Tepehua (Tlachichilco)	 Numeral-Noun	Watters 1988: passim
Tera	 Noun-Numeral	Newman 1970: 36, passim
Teribe	 Noun-Numeral	Quesada 2000: 127
Teso	 Noun-Numeral	Hilders and Lawrance 1956: xix 38
Tetela	 Noun-Numeral	Wetshemongo 1996: 289-290
Tetun	 Noun-Numeral	van Klinken 1997: 133
Tetun Dili	 Noun-Numeral	Williams van Klinken et al. 2002: 25
Thadou	 Noun-Numeral	Krishan 1980: passim 77
Thai	 Noun-Numeral	Warotamasikkhadit 1972: 26-27, 56; Anthony et al. 1968: 48-50
Thakali	 Noun-Numeral	Georg 1996: 167
Thangmi	 Numeral-Noun	Turin 2000: passim
Thompson	 Numeral-Noun	Thompson and Thompson 1992: 161-162
Thulung	 Numeral-Noun	Allen 1975b: 103
Tibetan (Dingri)	 Noun-Numeral	Herrmann 1989: passim
Tibetan (Drokpa)	 Noun-Numeral	Kretschmar 1986: 84
Tibetan (Modern Literary)	 Noun-Numeral	Goldstein 1991: 49-50
Tibetan (Shigatse)	 Noun-Numeral	Haller 2000: 63
Tibetan (Standard Spoken)	 Noun-Numeral	DeLancey 2003: 273
Ticuna	 Numeral-Noun	Montes Rodriguez 2004: 73
Tidore	 Noun-Numeral	van Staden 2000: 167, 193
Tigak	 Numeral-Noun	Beaumont 1979: 58, 64, 105
Tigré	 Numeral-Noun	Raz 1983: 13, 78, passim
Tikar	 Noun-Numeral	Stanley 1991: 204-206
Timugon	 Numeral-Noun	Prentice 1971: 192-195, 212, 213
Tinani	 Numeral-Noun	Sharma 1989b: 151, 181
Tinrin	 Numeral-Noun	Osumi 1995: 44, 159 
Tiwi	 Numeral-Noun	Osborne 1974: 73
Tlapanec	 Numeral-Noun	Suárez 1983a: 298, passim
Tlingit	 Numeral-Noun	Kelly and Willard 1904: 745; Swanton 1909: passim; Naish 1979: 102-103
Toba	 Numeral-Noun	Klein 2001: 24
Tobati	 Noun-Numeral	Donohue 2002: 192
Tobelo	 Noun-Numeral	Holton 2003: 29
Tolai	 Numeral-Noun	Mosel 1984: 19; Franklin et al. 1974: 129, passim
Tondano	 No dominant order	Sneddon 1975: 114, 121-122, 127-128
Tonga (in Zambia)	 Noun-Numeral	Collins 1962: 91
Tongan	 Noun-Numeral	Churchward 1953: 172, passim
Torwali	 Numeral-Noun	Lunsford 2001: 45
Trique (Copala)	 Numeral-Noun	Hollenbach 1992: 271
Trumai	 Numeral-Noun	Monod-Becquelin 1975: passim 205
Tsafiki	 Numeral-Noun	Dickinson 2002: 74
Tsez	 Numeral-Noun	Alekseev and Radzhabov 2004: 148
Tshangla	 Noun-Numeral	Andvik 2003: 442
Tsimshian (Coast)	 Numeral-Noun	Dunn 1979: 56
Tsogo	 Noun-Numeral	Raponda-Walker 1950: 26
Tsova-Tush	 Numeral-Noun	Holisky and Gagua 1994: 188, 190, 198
Tuareg (Ghat)	 Numeral-Noun	Nehlil 1909: 68-69
Tubu	 Noun-Numeral	Tucker and Bryan 1966: 192; Lukas 1953: 45
Tucano	 Numeral-Noun	West 1980: 150, 154
Tugun	 Noun-Numeral	Hinton 1991: 45, 65
Tukang Besi	 Noun-Numeral	Donohue 1999a: 304
Tulu	 Numeral-Noun	Brigel 1982: passim 127 
Tumleo	 Noun-Numeral	Schultze 1911: passim
Tümpisa Shoshone	 Numeral-Noun	Dayley 1989a: 251, 254-256, passim
Tunen	 Noun-Numeral	Dugast 1971: 157
Tungak	 Numeral-Noun	Fast 1990: 34
Tupuri	 Noun-Numeral	Ruelland 1992: 328
Turkana	 Noun-Numeral	Dimmendaal 1983a: 206, 302
Turkish	 Numeral-Noun	Lewis 1967: 26
Turkmen	 Numeral-Noun	Clark 1998b: 487 
Tutelo	 Noun-Numeral	Oliverio 1996: 166
Tutsa	 Noun-Numeral	Rekhung 1992: 5
Tuvaluan	 Numeral-Noun	Besnier 2000: 151 
Tuyuca	 Numeral-Noun	Barnes 1994: 329
Tzutujil	 Numeral-Noun	Dayley 1985: 281, passim
Ubykh	 Numeral-Noun	Charachidze 1989: 375, 421
Udi	 Numeral-Noun	Schulze 1982: 141, 190
Udmurt	 Numeral-Noun	Csúcs 1998: 295
Ukrainian	 Numeral-Noun	Humesky 1980: 281; Struk 1978: 106
Uldeme	 Noun-Numeral	de Colombel 1997: 36
Ulithian	 Numeral-Noun	Lynch 2002b: 797
Una	 Noun-Numeral	Louwerse 1988: 92
Ungarinjin	 Noun-Numeral	Rumsey 1982: 139
Ura	 Noun-Numeral	Crowley 1999: 189
Urak Lawoi'	 No dominant order	Hogan 1988: 74, 75
Urarina	 Numeral-Noun	Olawsky 2006: 654
Urat	 Noun-Numeral	Sposato 2008: 9
Urdu	 Numeral-Noun	Bender 1967: 46, 58
Urubú-Kaapor	 Numeral-Noun	Kakumasu 1986: 372, passim
Usan	 Noun-Numeral	Reesink 1987: 62, 120 
Usarufa	 Numeral-Noun	Bee 1973: 279, passim
Ute	 Numeral-Noun	Southern Ute Tribe 1980: 295
Uzbek	 Numeral-Noun	Raun 1969: passim; Sjoberg 1963: 61, 140, passim
Vafsi	 Numeral-Noun	Stilo 2005: passim
Vai	 Noun-Numeral	Welmers 1976: 66, 69-72
Venda	 Noun-Numeral	Poulos 1990: 128
Vietnamese	 Numeral-Noun	Thompson 1965: 181, passim; Binh 1971: 113; Vu'ong-Gia-Thuy 1975: 100
Vili	 Noun-Numeral	Ndamba 1977: 273, 324
Vinmavis	 Noun-Numeral	Crowley 2002g: 641
Waama	 Noun-Numeral	Peter 1990: 338
Wagiman	 Noun-Numeral	Tryon 1971: 2
Wahgi	 Noun-Numeral	Luzbetak 1954: passim
Wakhi	 Numeral-Noun	Lorimer 1958: 208, 93
Walman	 Noun-Numeral	
Wambon	 No dominant order	de Vries 1989: 42-43
Wambule	 Numeral-Noun	Opgenort 2004: 121, 232 
Wan	 Noun-Numeral	Nikitina 2008: 65 
Wappo	 Noun-Numeral	Li et al. 1977: 87
Warao	 Noun-Numeral	Romero-Figueroa 1997: 53; de Goeje 1930: 38, passim
Wardaman	 Numeral-Noun	Merlan 1994: 230, 234
Warekena	 Numeral-Noun	Aikhenvald 1998: 312
Wari'	 Numeral only modifies verb	Everett and Kern 1997: 154-155, 221, 347 
Warrwa	 Numeral-Noun	McGregor 1994: 51
Washo	 Numeral-Noun	Lowie 1963: passim
Waskia	 Noun-Numeral	Ross and Paol 1978: 59
Watjarri	 No dominant order	Douglas 1981: 241-243
Welsh	 Numeral-Noun	Williams 1980b: 8; Bowen and Jones 1960: 106-107
West Makian	 Noun-Numeral	Voorhoeve 1982: 21, 23
Wichí	 Numeral-Noun	Viñas Urquiza 1974: 90; Tovar 1981: 220
Wichita	 Numeral-Noun	Rood 1976: 23
Wik Munkan	 Noun-Numeral	Godfrey 1964: 60, 68
Woisika	 Noun-Numeral	Stokhof 1982: passim
Wolaytta	 Numeral-Noun	Tucker and Bryan 1966: 561
Woleaian	 Numeral-Noun	Sohn 1975: 59, 170, 202
Wolio	 Numeral-Noun	Anceaux 1952: 37
Wolof	 Numeral-Noun	Sauvageot 1965: 188, 191; Njie 1982: 69
/Xam	 Noun-Numeral	Anonymous 4: sec.2
Xârâcùù	 Numeral-Noun	
Xasonga	 Noun-Numeral	Koite-Herschel 1981-1982: 106, 108, 113
Xhosa	 Noun-Numeral	McLaren 1939: 64, 75, 77
Yagaria	 Noun-Numeral	Renck 1975: 178-179
Yagua	 Numeral-Noun	Payne 1990a: 97; Payne and Payne 1990: 349, passim
Yale (Kosarek)	 Noun-Numeral	Heeschen 1992: 29
Yanyuwa	 Numeral-Noun	Kirton 1971a: 10
Yapese	 Numeral-Noun	Jensen 1977a: 153, passim
Yaqay	 Noun-Numeral	Boelaars 1950: 62
Yaqui	 Numeral-Noun	Lindenfeld 1973: 25-26
Yareba	 Noun-Numeral	Weimer and Weimer 1975: 691
Yay	 Numeral-Noun	Hudak 1991: xxvii
Yei	 Numeral-Noun	Boelaars 1950: 49
Yelî Dnye	 Noun-Numeral	Henderson 1995: 73-74; Henderson 1975: 826
Yelmek	 Noun-Numeral	Boelaars 1950: 26
Yidiny	 Noun-Numeral	Dixon 1977a: 248-249 
Yindjibarndi	 Numeral-Noun	Wordick 1982: 160
Yingkarta	 Numeral-Noun	Dench 1998: 50
Yi (Wuding-Luquan)	 Noun-Numeral	Gao 1958: 1-2, passim
Yokuts (Yaudanchi)	 Numeral-Noun	Kroeber 1904: passim
Yoruba	 Noun-Numeral	Rowlands 1969: 125; Bamgbose 1966: 124; Ogunbowale 1970: 76
Yuchi	 Noun-Numeral	Wagner 1934: 346; Linn 2001: 403
Yukaghir (Kolyma)	 Numeral-Noun	Maslova 1999: 10, 350 
Yukaghir (Tundra)	 Numeral-Noun	Krejnovich 1958: passim 188
Yulu	 Noun-Numeral	Santandrea 1970: 32; Boyeldieu 1987: 161
Yurok	 Numeral-Noun	Robins 1958: 86
Zande	 Noun-Numeral	Tucker and Bryan 1966: 159; Santandrea 1965b: 57
Zapotec (Isthmus)	 Numeral-Noun	Pickett et al. 1998: 19, 25, 39, 41
Zapotec (Mitla)	 Numeral-Noun	Stubblefield and Stubblefield 1991: 208
Zapotec (Yatzachi)	 Numeral-Noun	Butler 1980: passim
Zapotec (Zoogocho)	 Numeral-Noun	Sonnenschein 2005: 96, 111
Zarma	 Noun-Numeral	Westermann 1921b: passim; Tersis 1972: 100
Zayse	 Numeral-Noun	Hayward 1990b: 265-266, 319
Zazaki	 Numeral-Noun	
Zenaga	 Numeral-Noun	Nicolas 1953: 61
Zhuang (Northern)	 Numeral-Noun	Yongxian Luo 2008: 331
Zoque (Chimalapa)	 Numeral-Noun	Johnson 2000: 64-65, 242
Zuni	 Numeral-Noun	Nichols 1999: 209
