Language	Value	Reference
Welsh	 Initial interrogative phrase	Bowen and Jones 1960: 29, 133, passim; Jones and Thomas 1977: 306-307; Thomas 1992a: 273
Wembawemba	 Initial interrogative phrase	Hercus 1986b: 40; Hercus 1969b: 60
West Makian	 Not initial interrogative phrase	Voorhoeve 1982: 19-20
Wichí	 Initial interrogative phrase	Hunt 1940: 149
Wik Munkan	 Not initial interrogative phrase	Kilham et al. 1986: 66
Wiyot	 Initial interrogative phrase	Teeter 1964: 104
Woleaian	 Not initial interrogative phrase	Sohn 1975: 71-73, 155-156
Wolof	 Initial interrogative phrase	Njie 1982: 260-271
Womo	 Not initial interrogative phrase	
Xasonga	 Not initial interrogative phrase	Koite-Herschel 1981-1982: 220
Xhosa	 Not initial interrogative phrase	McLaren 1939: 139
!Xóõ	 Not initial interrogative phrase	Traill 1994: passim 18
Yagaria	 Not initial interrogative phrase	Renck 1975: 197-198
Yagua	 Initial interrogative phrase	Payne 1990a: 70-71
Yale (Kosarek)	 Not initial interrogative phrase	Heeschen 1992: 16-17
Yansi	 Not initial interrogative phrase	Mayanga 1985: 154
Yapese	 Mixed	Jensen 1977a: 297
Yaqui	 Not initial interrogative phrase	Lindenfeld 1973: 36
Yareba	 Not initial interrogative phrase	Weimer and Weimer 1975: passim
Yidiny	 Not initial interrogative phrase	Dixon 1977a: passim 
Yindjibarndi	 Initial interrogative phrase	Wordick 1982: 164
Yokuts (Yaudanchi)	 Initial interrogative phrase	Kroeber 1904: 233, passim
Yoruba	 Initial interrogative phrase	Rowlands 1969: 26-27
Yuchi	 Not initial interrogative phrase	Linn 2001: 469
Yukaghir (Kolyma)	 Not initial interrogative phrase	Maslova 1999: 577 
Yukaghir (Tundra)	 Not initial interrogative phrase	Krejnovich 1958: 88, 89
Yukulta	 Initial interrogative phrase	Keen 1983: 243
Yup'ik (Central)	 Initial interrogative phrase	Reed et al. 1977: 154
Yurok	 Not initial interrogative phrase	Robins 1958: 150-152
Yuwaalaraay	 Initial interrogative phrase	Williams 1980a: 109, 112
Zande	 Not initial interrogative phrase	Gore 1926: 99
Zapotec (Isthmus)	 Initial interrogative phrase	Pickett et al. 1998: 81
Zapotec (Mitla)	 Initial interrogative phrase	Briggs 1961: passim
Zapotec (Yatzachi)	 Initial interrogative phrase	Butler 1980: 113
Zapotec (Zoogocho)	 Not initial interrogative phrase	Sonnenschein 2005: 119
Zayse	 Initial interrogative phrase	Hayward 1990b: 277
Zazaki	 Not initial interrogative phrase	
Zhuang (Northern)	 Not initial interrogative phrase	Yongxian Luo 2008: 357
Zoque (Chimalapa)	 Initial interrogative phrase	Johnson 2000: 315-323
Zoque (Ostuacan)	 Initial interrogative phrase	Engel and Longacre 1963: 340
Zulu	 Not initial interrogative phrase	Ziervogel et al. 1981: 69, 197
Zuni	 Initial interrogative phrase	Newman 1965: 28
