Language	Value	Reference
Resígaro	 OV	Allin 1976: 318
Retuarã	 OV	Strom 1992: 111
rGyalrong (Caodeng)	 OV	Sun 2003: 498
Riantana	 OV	Voorhoeve 1975: 366
Rikbaktsa	 OV	Boswood 1978a: 29, passim
Rimi	 VO	Olson 1964: passim
Ritharngu	 No dominant order	Heath 1980a: passim
Romanian	 VO	Mallinson 1986: 91, 91-92, 207
Romani (Welsh)	 VO	Sampson 1926: 226
Romansch (Sursilvan)	 VO	Haiman 1988: 369
Ron	 VO	Seibert 1998: 96-98
Ronga	 VO	Junod 1896: 74
Rotuman	 VO	Churchward 1940: 110-111
Roviana	 VO	Corston-Oliver 2002: 488
Rukai (Tanan)	 VO	Zeitoun 2007: 334
Rumsien	 VO	Kroeber 1904: 77
Rumu	 OV	Petterson 1999: passim
Runga	 OV	Nougayrol 1989: 33
Runyankore	 VO	Morris and Kirwan 1972: 166
Runyoro-Rutooro	 VO	Rubongoya 1999: 98-99
Russian	 VO	Bivon 1971: 35 
Rutul	 OV	Alekseev 1994b: passim
Saami (Northern)	 VO	Bartens 1989: 62
Sahu	 VO	Visser and Voorhoeve 1987: 55
Sakao	 VO	Guy 1974a: 72-73
Saliba (in Papua New Guinea)	 OV	Mosel 1994a: 3
Salinan	 VO	Mason 1918: passim; Dryer 1989
Salt-Yui	 OV	Irwin 1974: 52
Samba Leko	 VO	Fabre 2003: passim
Samo	 OV	Voorhoeve 1975: 392
Samoan	 VO	Marsack 1962: 104-105
Sandawe	 OV	Eaton 2008: 107
Sango	 VO	Samarin 1967b: 171
Sangu	 VO	Idiata 1998: 63
Santa	 OV	Kim 2003: 361
Santali	 OV	Neukom 2001: 174
Sanuma	 OV	Borgman 1990: 120, 19
Sapuan	 VO	Jacq and Sidwell 1999: 16
Sarcee	 OV	Cook 1984: 30
Sardinian	 VO	Jones 1988: 334
Sare	 OV	Sumbuk 1999
Savi	 OV	Buddruss 1967: 61-62
Savosavo	 OV	Wegener 2008: 205
Sebei	 VO	O'Brien and Cuypers 1975: 28, passim
Sedang	 VO	Smith 1979: 114
Seediq	 VO	Pecoraro 1977: 52; Holmer 1996: 57
Selknam	 OV	Najlis 1973: 2, 8
Selkup	 OV	Helimski 1998b: 576
Sema	 OV	Sreedhar 1980: 166, passim
Seme	 OV	Prost 1964d: 362
Semelai	 VO	Kruspe 1999: 404, 411 
Seminole	 OV	Nathan 1977: 135
Seneca	 No dominant order	Chafe 1996: passim
Sengele	 VO	Mangulu 2001: passim
Sentani	 OV	Cowan 1965: 53
Serbian-Croatian	 VO	Browne 1974: 40, passim
Seri	 OV	Marlett 1981: 245
Sesotho	 VO	Paroz 1946: 166
Shabo	 OV	Teferra 1991: 384; Teferra and Unseth 1989: 416
Shambala	 VO	Besha 1993: 30
Shan	 VO	Cushing 1888: 10
Sharanahua	 OV	Scott and Frantz 1974: 84
Shasta	 VO	Silver and Wicks 1977: passim
Shatt	 VO	Tucker and Bryan 1966: 241
Shekhawati	 OV	Gusain 2001: 54
Sherpa	 OV	Schottelndreyer and Schottelndreyer 1973: passim
Shilluk	 VO	Westermann 1912: 59
Shina	 OV	Bailey 1924: passim
Shipibo-Konibo	 OV	Faust 1973: 37
Shiriana	 OV	Borgman and Cue 1963: 224
Shompen	 VO	Chattopadhyay and Mukhopadhyay 2003: 22
Shona	 VO	Fortune 1955: passim
Shoshone	 OV	Crapo 1976: 19
Shuri	 OV	Kuwae 1983: passim
Shuswap	 VO	Kuipers 1974: 77
Siane	 OV	Salisbury 1956: 470
Siar	 VO	Ross 2002f: 422
Sidaama	 OV	Kawachi 2007: 511
Sikaritai	 OV	Martin 1986: passim
Sikkimese	 OV	Sandberg 1888: passim
Sila	 OV	Tucker and Bryan 1966: 241
Simeulue	 VO	Kahler 1963: passim
Sinaugoro	 OV	Tauberschmidt 1999: 2
Sinhala	 OV	Reynolds 1980: 11
Sio	 VO	Clark and Clark 1987: 45, 53
Siona	 OV	Wheeler 1962: passim
Sipakapense	 VO	Barrett 1999: 52, 218
Sirionó	 OV	Firestone 1965: 35
Siroi	 OV	Wells 1979: 72
Sisaala	 VO	Blass 1975: passim
Sisiqa	 VO	Ross 2002l: 463
Siuslaw	 VO	Frachtenberg 1914: passim
Skou	 OV	Voorhoeve 1971: 59
Slave	 OV	Rice 1989: 17, 997, 1004
Slovene	 VO	Priestly 1993: 427
So	 VO	Tucker and Bryan 1966: 400; Serzisko 1989: 387
Sobei	 VO	Sterner and Ross 2002: 182
Soddo	 OV	Cohen 1931: 203
Somali	 OV	Kirk 1903: 36; Kirk 1905: 81, passim
Soninke	 OV	Diagana 1995: 292-295 
Sonsorol-Tobi	 VO	Capell 1969: 83
Sorbian	 OV	Stone 1993: 653
Sotho (Northern)	 VO	Louwrens et al. 1995: 39
Sougb	 VO	Reesink 2002: passim
Southeast Ambrym	 VO	Crowley 2002b: 667
Southern Toussian	 OV	Prost 1964g: 274
Spanish	 VO	Green 1988: 103
Spitian	 OV	Sharma 1992: 89
Squamish	 VO	Kuipers 1967: 169
Sre	 VO	Manley 1972: 62
Stieng	 VO	Miller 1976: 9-10
Sudest	 VO	Anderson and Ross 2002: 341
Suena	 OV	Wilson 1974: 98, passim
Suki	 OV	Voorhoeve 1975: 353
Suku	 VO	Bunkheti 1997: passim
Sukuma	 VO	Batibo 1985: passim
Sulka	 VO	Tharp 1996: 136
Sulung	 OV	Tayeng 1990b: passim
Sundanese	 VO	Hardjadibrata 1985: 91-95
Supyire	 OV	Carlson 1994: 239
Susu	 OV	Houis 1963: 53-54, 59
Swahili	 VO	Ashton 1947: passim
Swati	 VO	Ziervogel 1952: 170
Swedish	 VO	Holmes and Hinchliffe 1994: 503, 507 ; McClean 1963: 101
Taba	 VO	Bowden 1997a: 157
Tabare	 OV	McVinney and Luzbetak 1954: 14-15
Tabla	 OV	Abisay et al. 1983: 13
Tabwa	 VO	de Beerst 1896: passim
Tacana	 OV	Ottaviano 1980: passim
Tagalog	 VO	Schachter and Otanes 1972: 66
Tahitian	 VO	Tryon 1970a: 33, passim
Taiof	 VO	Ross 2002g: 436
Tairora	 OV	Vincent 1973a: 535
Tajik	 OV	Rastorgueva 1963: 94-95
Takelma	 OV	Sapir 1909: passim
Takia	 OV	Ross 2002h: 234
Talinga	 VO	Paluku 1998: passim
Talysh (Southern)	 OV	Stilo 2005: passim
Tama	 OV	Tucker and Bryan 1966: 217
Tamabo	 VO	Jauncey 2002: 622
Tamagario	 OV	Voorhoeve 1975: passim
Tamang (Eastern)	 OV	Mazaudon 1976: 3
Tamashek	 VO	Heath 2005: 16
Tamil	 OV	Asher 1982: 25, 55
Tanacross	 OV	Holton 2000: passim
Tangale	 VO	Jungraithmayr 1991: passim
Tapieté	 OV	Gonzalez 2005: 206ff
Tarahumara (Central)	 OV	Cohen 1998: 190
Tarahumara (Western)	 OV	Burgess 1984: 9-10
Tarao	 OV	Singh 2002: 88
Tariana	 OV	Aikhenvald 2003
Tashlhiyt	 VO	Applegate 1958: passim
Tatana'	 VO	Pekkanen 1988: passim
Tatar	 OV	Poppe 1968: 125
Taushiro	 VO	Wise 1999: 329
Tausug	 VO	Rubino 2006: 9
Tauya	 OV	MacDonald 1990: 4
Tawala	 OV	Ezard 1991: 42
Tboli	 VO	Porter 1977: 97
Telefol	 OV	Healey 1965a: 3
Telugu	 OV	Lisker 1963: passim
Temein	 VO	Tucker and Bryan 1966: 260
Temiar	 VO	Benjamin 1976: 153
Temne	 VO	Wilson 1961a: 39-40; Scott 1956: passim
Tennet	 VO	Randal 1998: 222
Tenyer	 OV	Prost 1964h: passim
Teop	 VO	Mosel and Spriggs 1992: passim
Tepehua (Huehuetla)	 VO	Kung 2007: 541 
Tepehuan (Northern)	 VO	Bascom 1982: 273, passim
Tepehuan (Southeastern)	 VO	Willett 1991: 39
Tepehua (Tlachichilco)	 VO	Watters 1988: 12
Tera	 VO	Newman 1970: 15-17
Teribe	 OV	Quesada 2000: 115
Teso	 VO	Hilders and Lawrance 1956: xix
Tetela	 VO	Wetshemongo 1996: 44, 63, 433
Tetun	 VO	van Klinken 1997: 170
Tetun Dili	 VO	Williams van Klinken et al. 2002: 50
Thai	 VO	Warotamasikkhadit 1972: 14, passim; Anthony et al. 1968: 88-91, 95
Thakali	 OV	Georg 1996: back cover
Thangmi	 OV	Turin 2000: passim
Thompson	 VO	Thompson and Thompson 1992: 138, 145
Thulung	 OV	Allen 1975b: 92
Tibetan (Dingri)	 OV	Herrmann 1989: 88, 94s
Tibetan (Drokpa)	 OV	Kretschmar 1986: 90
Tibetan (Modern Literary)	 OV	Goldstein 1991: 46
Tibetan (Shigatse)	 OV	Haller 2000: passim, 111
Tibetan (Standard Spoken)	 OV	Denwood 1999: 211 ; DeLancey 2003: 282
Ticuna	 No dominant order	Anderson 1962: passim
Tidore	 VO	van Staden 2000: 207
Tigak	 VO	Beaumont 1979: 39
Tigré	 OV	Raz 1983: 94, passim
Tigrinya	 OV	Kogan 1997: 441
Tiipay (Jamul)	 OV	Miller 2001: 149, 204
Tikar	 No dominant order	Hagège 1969: 47-49
Tima	 VO	Tucker and Bryan 1966: 268
Timucua	 OV	Granberry 1993: 109 
Timugon	 VO	Prentice 1971: 55, 56, 57, 59, 60, 62, 64, 65, 67, 69, 154
Tinani	 OV	Sharma 1989b: 180
Tinrin	 VO	Osumi 1995: 239 
Tiriyo	 OV	Meira 1999: 582
Tirmaga	 VO	Bryant 1999: 42
Tiv	 VO	Abraham 1940: passim
Tiwa (Northern)	 No dominant order	Trager 1946: passim
Tiwi	 VO	Osborne 1974: 64
Tlapanec	 VO	Suárez 1983a: 268-269
Tlingit	 OV	Dryer 1985: passim
Toba	 VO	Klein 1973: passim
Tobati	 OV	Donohue 2002: 186
Tobelo	 OV	Holton 2003: 54
Tod	 OV	Sharma 1989b: 336
Tokelauan	 VO	Hooper 1996: 25
Tolai	 VO	Franklin et al. 1974: 125, passim
Tondano	 VO	Sneddon 1975: passim
Tonga (in Zambia)	 VO	Collins 1962: passim
Tongan	 VO	Churchward 1953: 65-67
Tonkawa	 OV	Hoijer 1972: passim
Torwali	 OV	Lunsford 2001: 41
Totonac (Xicotepec de Juárez)	 VO	Reid et al. 1968: 31
Trique (Copala)	 VO	Hollenbach 1992: 187
Trumai	 No dominant order	Monod-Becquelin 1975: passim
Tsafiki	 OV	Dickinson 2002: 41
Tsez	 OV	Alekseev and Radzhabov 2004: 148
Tshangla	 OV	Andvik 2003: 443
Tsimshian (Coast)	 VO	Dunn 1979: 59-60
Tsova-Tush	 OV	Holisky and Gagua 1994: 198-199
Tuareg (Air)	 VO	Galand 1974: 20
Tuareg (Ghat)	 VO	Nehlil 1909: passim
Tubu	 OV	Tucker and Bryan 1966: 191; Lukas 1953: 177
Tucano	 OV	West 1980: passim
Tugun	 VO	Hinton 1991: 85
Tukang Besi	 VO	Donohue 1999a: 51
Tuki	 VO	Biloa 1997: 23
Tulu	 OV	Brigel 1982: 126-127 
Tumleo	 VO	Schultze 1911: passim
Tümpisa Shoshone	 OV	Dayley 1989a: 18-21
Tunebo	 OV	Rocherau 1926: 73
Tunen	 OV	Dugast 1971: 309
Tungak	 VO	Fast 1990: 40, 45
Tunica	 OV	Haas 1940: 98-99
Tupuri	 VO	Ruelland 1992: 487-488
Turkana	 VO	Dimmendaal 1983a: 57, 68, 90, passim
Turkish	 OV	Underhill 1976: 71
Turkmen	 OV	Clark 1998b: 498 
Tuscarora	 No dominant order	Williams 1976: 47-48
Tutelo	 OV	Oliverio 1996: 165, 170
Tutsa	 OV	Rekhung 1992: passim
Tuvaluan	 OV	Besnier 2000: 134 
Tuvan	 OV	Anderson and Harrison 1999: 70
Tuyuca	 OV	Barnes 1994: 327
Tyeraity	 OV	Tryon 1974: 18, 39
Tzotzil	 VO	Cowan 1969: 9
Tzutujil	 VO	Dayley 1985: 7
Ubykh	 OV	Charachidze 1989: 427
Udi	 OV	Schulze 1982: 190, 192
Udihe	 OV	Nikolaeva and Tolskaya 2001: 840
Udmurt	 OV	Tepljashina 1966: 276
Ukrainian	 VO	Stechishin 1958: 25, 84
Uldeme	 VO	de Colombel 1997: 75
Ulithian	 VO	Lynch 2002b: 801
Una	 OV	Louwerse 1988: 103-105
Ungarinjin	 OV	Coate and Oates 1970: 69
Ura	 VO	Crowley 1999: 199
Uradhi	 OV	Crowley 1983: 368
Urak Lawoi'	 VO	Hogan 1988: passim
Urarina	 OV	Olawsky 2006: 652
Urat	 VO	Sposato 2008: 16
Urdu	 OV	
Uru	 OV	Vellard 1967: passim
Urubú-Kaapor	 OV	Kakumasu 1986: 327-331
Usan	 OV	Reesink 1987: 19, 124 
Usarufa	 OV	Bee 1973: 301-302
Ute	 OV	Southern Ute Tribe 1980: 9, 61
Uyghur	 OV	Hahn 1998: 394
Uzbek	 OV	Sjoberg 1963: 144, 150, 154
Vafsi	 OV	Stilo 2005: passim
Vai	 OV	Welmers 1976: 82, 96, 132
Venda	 VO	Poulos 1990: passim
Vietnamese	 VO	Binh 1971: 70; Vu'ong-Gia-Thuy 1975: 121; Nguyen 1975: 4, 13
Vinmavis	 VO	Crowley 2002g: 647
Waama	 VO	Peter 1990: 237
Wagiman	 OV	Cook 1987: 297
Wahgi	 OV	Luzbetak 1954: 35-36
Wai Wai	 OV	Hawkins 1998: 27
Wakhi	 OV	Lorimer 1958: 208
Walman	 VO	Schmidt and Vormann 1900: 90; Spölgen and Schmidt 1901: 355
Wambaya	 VO	Nordlinger 1993: passim
Wambon	 OV	de Vries 1989: 45, 51
Wambule	 OV	Opgenort 2004: 144 
Wan	 OV	Nikitina 2008: 54 
Wangkumara	 No dominant order	McDonald and Wurm 1979: passim
Waorani	 OV	Peeke 1994: 268; Peeke 1979: 17, 52; Peeke 1973: 100, 115
Wappo	 OV	Radin 1929: passim
Warao	 OV	Romero-Figueroa 1997: 5
Waray (in Australia)	 VO	Harvey 1986: 245
Wardaman	 No dominant order	Merlan 1994: 248
Warekena	 VO	Aikhenvald 1998: 229
Warembori	 VO	Donohue 1999b: 8
Wari'	 VO	Everett and Kern 1997: 132, 224 
Warlpiri	 No dominant order	Swartz 1988: passim
Warluwara	 OV	Breen 1970: 217
Warndarang	 VO	Heath 1980b: 90
Warrgamay	 No dominant order	Dixon 1981: passim
Warrnambool	 VO	Blake 2003: 51
Warrwa	 No dominant order	McGregor 1994: 50
Washo	 OV	Jacobsen 1964: 399-400
Waskia	 OV	Ross and Paol 1978: 6, 7
Watam	 OV	Anonymous 5: passim
Wathawurrung	 VO	Blake et al. 1998a: 84
Waunana	 OV	Loewen 1954: passim
Wayampi	 OV	Grenand 1980: 74-76
Wedau	 OV	King 1901a: 23
Welsh	 VO	Thomas 1992a: 271, 286-287; Williams 1980b: 167; Bowen and Jones 1960: 15
Welsh (Colloquial)	 VO	Watkins 1993: passim
Wembawemba	 VO	Hercus 1986b: 51; Hercus 1969b: 75-76
West Makian	 VO	Voorhoeve 1982: 27
Wichí	 VO	Viñas Urquiza 1974: 123
Wichita	 OV	Rood 1976: 23; Rood 1996: 599
Wikchamni	 No dominant order	Gamble 1978: passim
Wik Munkan	 OV	Godfrey 1964: 60
Wik Ngathana	 OV	Sutton 1978: 303
Wintu	 No dominant order	Pitkin 1977: passim
Wiyot	 No dominant order	Reichard 1925: passim
Woisika	 OV	Stokhof 1982: passim
Wolaytta	 OV	Tucker and Bryan 1966: 560
Woleaian	 VO	Sohn 1975: 150-151
Wolio	 VO	Anceaux 1952: 44, 56
Wolof	 VO	Sauvageot 1965: 181, 184
Womo	 OV	
Wyandot	 VO	Kopris 2001: 353
/Xam	 VO	Anonymous 4: sec.1
Xârâcùù	 VO	
Xasonga	 OV	Koite-Herschel 1981-1982: 48
Xerénte	 OV	de Souza Filho 2007: 297-299
Xhosa	 VO	McLaren 1939: passim
!Xóõ	 VO	Traill 1994: 16
Yagaria	 OV	Renck 1975: 192, 193
Yagua	 VO	Payne 1990a: 224
Yahgan	 OV	Adelaar 2004: 575 
Yakut	 OV	Krueger 1962: 29
Yale (Kosarek)	 OV	Heeschen 1992: 30
Yaminahua	 OV	Eakin 1991: 32
Yamphu	 OV	Rutgers 1998: passim
Yao (in Malawi)	 VO	Whiteley 1966: 108
Yapese	 VO	Jensen 1977a: 268
Yaqay	 OV	Boelaars 1950: 62
Yaqui	 OV	Lindenfeld 1973: 13, 16, 42, passim
Yareba	 OV	Weimer and Weimer 1975: 705
Yawelmani	 VO	Newman 1944: passim
Yawuru	 No dominant order	Hosokawa 1991: 34
Yay	 VO	Hudak 1991: xxvi
Yei	 OV	Boelaars 1950: 124
Yelî Dnye	 OV	Henderson 1975: 828
Yelmek	 OV	Boelaars 1950: 124, 26
Yidiny	 OV	Dixon 1977a: 268-270, 407-408 
Yimas	 OV	Foley 1991: passim 
Yindjibarndi	 VO	Wordick 1982: passim
Yingkarta	 VO	Dench 1998: 62
Yokuts (Yaudanchi)	 VO	Kroeber 1904: passim
Yoruba	 VO	Rowlands 1969: 9, 19; Bamgbose 1966: 67, 79
Yuchi	 OV	Linn 2001: 449; Wagner 1934: 315
Yucuna	 VO	Schauer and Schauer 1978: 17
Yukaghir (Kolyma)	 OV	Maslova 1999: 10, 414 
Yukaghir (Tundra)	 OV	Krejnovich 1958: passim 37, 116
Yukulta	 OV	Keen 1983: 229
Yulu	 VO	Santandrea 1970: 23, passim
Yup'ik (Central)	 No dominant order	Reed et al. 1977: passim
Yupik (Siberian)	 OV	de Reuse 1988: 36
Yurok	 No dominant order	Robins 1958: passim
Yuwaalaraay	 OV	Williams 1980a: 93
Zande	 VO	Tucker and Bryan 1966: 156; Gore 1926: 24-25
Zaparo	 VO	Peeke 1962: 130, passim
Zapotec (Isthmus)	 VO	Pickett et al. 1998: 91
Zapotec (Mitla)	 VO	Stubblefield and Stubblefield 1991: 233
Zapotec (Yatzachi)	 VO	Butler 1980: passim
Zapotec (Zoogocho)	 VO	Sonnenschein 2005: 113
Zarma	 No dominant order	Tersis 1972: passim
Zayse	 OV	Hayward 1990b: 319-320, passim
Zazaki	 OV	
Zhuang (Northern)	 VO	Yongxian Luo 2008: 326, 347
Zimakani	 OV	Voorhoeve 1975: 357
Zoque (Chimalapa)	 VO	Johnson 2000: 378
Zoque (Copainalá)	 VO	Harrison et al. 1981: 402
Zoque (Ostuacan)	 VO	Engel and Longacre 1963: 336
Zulu	 VO	Ziervogel et al. 1981: 100, passim
Zuni	 OV	Nichols 1997b: 6
