Language	Value	Reference
Orya	 Noun-Demonstrative	Fields 1997: 260, passim
Osage	 Mixed	
Ossetic	 Demonstrative-Noun	Abaev 1964: 124, 127, passim
Otomí (Mezquital)	 Demonstrative-Noun	Hess 1968: 46-47, 50-51
Otoro	 Noun-Demonstrative	Stevenson 1957: 32
Paakantyi	 Mixed	Hercus 1982: 100, 102
Páez	 Demonstrative-Noun	Slocum 1986: 26
Paiute (Northern)	 Demonstrative-Noun	Snapp et al. 1982: 42-44, passim
Paiwan	 Demonstrative-Noun	Egli 1990: 178 
Palauan	 Demonstrative-Noun	Josephs 1975: 469
Palaung	 Noun-Demonstrative	Milne 1921: passim
Palikur	 Demonstrative-Noun	Green and Green 1972: 25
Pame	 Demonstrative-Noun	Manrique 1967: 342, 346
Panjabi	 Demonstrative-Noun	Gill and Gleason 1969: 45-46; Gill and Gleason 1963: 163, 165
Panyjima	 Demonstrative-Noun	Dench 1991: 186
Pare	 Demonstrative-Noun	Kagaya 1989: 19
Pashto	 Demonstrative-Noun	Shafeev 1964: 55, 34-35
Passamaquoddy-Maliseet	 Demonstrative-Noun	Ng 2002
Patep	 Noun-Demonstrative	Lauck 1976: passim
Pattani	 Demonstrative-Noun	Sharma 1989c: 67, 69, 106; Sharma 2000: passim; Sharma 1982a: 131, 132, 133, 169, 170, passim
Paulohi	 Noun-Demonstrative	Stresemann 1918: 16
Paumarí	 Demonstrative-Noun	Chapman and Derbyshire 1991: passim
Pawaian	 Demonstrative-Noun	Trefry 1969: 34
Pawnee	 Demonstrative prefix	Parks 1976: 254ff
Persian	 Demonstrative-Noun	Rastorgueva 1964: 20, 30; Lambton 1967: 5
Piapoco	 Demonstrative-Noun	Reinoso Galindo 2002: 328
Piaroa	 Demonstrative-Noun	Krute 1989: 146, passim
Pilagá	 Demonstrative-Noun	Vidal 2001: 287, 288
Pima Bajo	 Demonstrative-Noun	Estrada Fernández 1996: 16
Pirahã	 Noun-Demonstrative	Everett 1986: 272-273
Piro	 Demonstrative-Noun	Matteson 1965: 66-67
Pitjantjatjara	 Noun-Demonstrative	Bowe 1990: 30, 32 
Podoko	 Demonstrative-Noun	Jarvis 1989: 67
Pohnpeian	 Noun-Demonstrative	Rehg 1981: 144, 85-86 
Poko-Rawo	 Noun-Demonstrative	
Pokot	 Demonstrative suffix	Tucker and Bryan 1966: 473; Baroja 1989: 77-88; Crazzolara 1978: 28, 62
Polish	 Demonstrative-Noun	
Pomo (Southeastern)	 Demonstrative-Noun	Moshinsky 1974: 108
Popoluca (Sierra)	 Demonstrative-Noun	Elson 1967: 279
Port Sandwich	 Noun-Demonstrative	Crowley 2002e: 653
Portuguese	 Demonstrative-Noun	Parkinson 1988: 159
Prasuni	 Demonstrative-Noun	Morgenstierne 1949: passim
Puluwat	 Noun-Demonstrative	Elbert 1974: 118
Pumi	 Demonstrative-Noun	Ding 1998: 99, 170, 191; Lu 1983: passim
Purépecha	 Demonstrative-Noun	Foster 1969: passim
Purki	 Demonstrative-Noun	Rangan 1979: 68, 107, 120
Qafar	 Demonstrative-Noun	Bliese 1981: 15
Qiang	 Noun-Demonstrative	LaPolla 2003b: 39
Quechua (Huallaga)	 Demonstrative-Noun	Weber 1989: 17
Quechua (Imbabura)	 Demonstrative-Noun	Cole 1982: 77
Quileute	 Demonstrative-Noun	Andrade 1933: 256
Raga	 Noun-Demonstrative	Crowley 2002c: 630
Rama	 Demonstrative-Noun	Grinevald 1988: 98
Rapanui	 Noun-Demonstrative	Chapin 1978: 144, 147
Rashad	 Noun-Demonstrative	Tucker and Bryan 1966: 294, 298
Rawa	 Mixed	Toland and Toland 1991: 31, 88
Rawang	 Demonstrative-Noun	Barnard 1934: 8, passim
Rembarnga	 Demonstrative-Noun	McKay 1975: 67
Remo	 Demonstrative-Noun	Fernandez 1967: 127
Resígaro	 Demonstrative-Noun	Allin 1976: 223, passim
Retuarã	 Demonstrative-Noun	Strom 1992: 52
rGyalrong (Caodeng)	 Demonstrative-Noun	Sun 2003: 498
Romanian	 Mixed	Mallinson 1986: 103, passim
Romani (Welsh)	 Demonstrative-Noun	Sampson 1926: passim
Romansch (Sursilvan)	 Demonstrative-Noun	Haiman 1988: 374
Ron	 Noun-Demonstrative	Seibert 1998: 70
Ronga	 Noun-Demonstrative	Junod 1896: 95
Rotuman	 Noun-Demonstrative	Churchward 1940: 45, 111
Roviana	 Noun-Demonstrative	Corston-Oliver 2002: 472
Rukai (Tanan)	 Demonstrative-Noun	Zeitoun 2007: 306
Rumu	 Noun-Demonstrative	Petterson 1999: 16
Runga	 Noun-Demonstrative	Nougayrol 1989: 40-41
Runyankore	 Noun-Demonstrative	Morris and Kirwan 1972: 58
Russian	 Demonstrative-Noun	Bivon 1971: 80 ; Krylova and Khavronina 1976: 39-41
Rutul	 Demonstrative-Noun	Alekseev 1994b: 237
Sahu	 Noun-Demonstrative	Visser and Voorhoeve 1987: 40
Sakao	 Noun-Demonstrative	Guy 1974a: 31-32, 64
Saliba (in Papua New Guinea)	 Demonstrative-Noun	Margetts 1999b: 19, 20, 29
Salinan	 Demonstrative-Noun	Mason 1918: passim
Samba Leko	 Noun-Demonstrative	Fabre 2003: 88, 186
Samoan	 Mixed	Marsack 1962: 103
Sandawe	 Demonstrative-Noun	Eaton 2008: passim
Sango	 Noun-Demonstrative	Samarin 1967b: 63
Sangu	 Noun-Demonstrative	Idiata 1998: 69
Santali	 Demonstrative-Noun	Macphail 1953: passim; Neukom 2001: 174
Sanuma	 Demonstrative-Noun	Borgman 1990: 129
Sarcee	 Demonstrative-Noun	Cook 1984: 60, passim
Sare	 Demonstrative-Noun	Sumbuk 1999
Savi	 Demonstrative-Noun	Buddruss 1967: 41, passim
Savosavo	 Demonstrative-Noun	Wegener 2008: 118, 120
Sebei	 Demonstrative suffix	O'Brien and Cuypers 1975: 55
Secoya	 Demonstrative-Noun	Johnson and Levinsohn 1990: 50
Sedang	 Noun-Demonstrative	Smith 1979: 77
Seediq	 Noun-Demonstrative	Holmer 1996: 72
Selepet	 Noun-Demonstrative	McElhanon 1972: 76, passim
Selkup	 Demonstrative-Noun	Helimski 1998b: 563, 575
Sema	 Noun-Demonstrative	Sreedhar 1980: 158, 160
Seme	 Demonstrative-Noun	Prost 1964d: 355
Semelai	 Noun-Demonstrative	Kruspe 1999: 318 
Seminole	 Demonstrative-Noun	Nathan 1977: 145
Sentani	 Demonstrative-Noun	Cowan 1965: 58
Serbian-Croatian	 Demonstrative-Noun	Javarek and Sudjic 1972: passim; Partridge 1964: passim
Seri	 Noun-Demonstrative	Marlett 1981: 9, 223, passim
Sesotho	 Noun-Demonstrative	Paroz 1946: 166
Shambala	 Demonstrative-Noun	Besha 1993: 28
Sharanahua	 Demonstrative-Noun	Scott and Frantz 1974: passim
Shatt	 Noun-Demonstrative	Tucker and Bryan 1966: 238
Sherpa	 Demonstrative-Noun	Schottelndreyer and Schottelndreyer 1973: passim
Shina	 Demonstrative-Noun	Bailey 1924: passim
Shipibo-Konibo	 Demonstrative-Noun	
Shiriana	 Demonstrative-Noun	Gómez 1990: 74-75
Shona	 Noun-Demonstrative	Fortune 1955: passim 162-165
Shoshone	 Demonstrative-Noun	Crapo 1976: 19
Siar	 Mixed	Ross 2002f: 416
Sidaama	 Demonstrative-Noun	Kawachi 2007: 512
Sikkimese	 Mixed	Sandberg 1888: passim
Simeulue	 Noun-Demonstrative	Kahler 1963: passim
Sinaugoro	 Demonstrative-Noun	Tauberschmidt 1999: 62
Sio	 Noun-Demonstrative	Clark and Clark 1987: 28, 46
Siona	 Demonstrative-Noun	Wheeler 1970: 76, 77
Sipakapense	 Demonstrative-Noun	Barrett 1999: 172, 197
Sirionó	 Demonstrative-Noun	Schermair 1949: 43
Siroi	 Noun-Demonstrative	Wells 1979: 21, 44
Sisiqa	 Noun-Demonstrative	Ross 2002l: 460
Siuslaw	 Demonstrative-Noun	Frachtenberg 1914: passim 608
Skou	 Noun-Demonstrative	Voorhoeve 1971: D
Slave	 Demonstrative-Noun	Rice 1989: 158, 261, 1000
Slovene	 Demonstrative-Noun	Priestly 1993: 430
So	 Noun-Demonstrative	Tucker and Bryan 1966: 397
Sobei	 Noun-Demonstrative	Sterner 1976: 153
Somali	 Demonstrative suffix	Kirk 1905: 19-20; Kirk 1903: 11-12; Saeed 1987: 153-154
Songe	 Mixed	Samain 1923: 18
Sonsorol-Tobi	 Noun-Demonstrative	Capell 1969: 30, 79
Sougb	 Noun-Demonstrative	Reesink 2002: 246
Southeast Ambrym	 Noun-Demonstrative	Crowley 2002b: 662
Southern Toussian	 Mixed	Prost 1964g: passim
Spanish	 Demonstrative-Noun	Green 1988: 104
Spitian	 Demonstrative-Noun	Sharma 1992: 49
Squamish	 Demonstrative-Noun	Kuipers 1967: 137
Sre	 Noun-Demonstrative	Manley 1972: 82, 150-152
Stieng	 Noun-Demonstrative	Miller 1976: 21
Sudest	 Noun-Demonstrative	Anderson and Ross 2002: 325, 330
Suena	 Noun-Demonstrative	Wilson 1974: 26
Suki	 Demonstrative-Noun	Voorhoeve 1975: own work
Suku	 Noun-Demonstrative	Bunkheti 1997: passim
Sulka	 Noun-Demonstrative	Tharp 1996: 87, 115-116
Sundanese	 Noun-Demonstrative	Hardjadibrata 1985: 38-40, 26
Supyire	 Demonstrative-Noun	Carlson 1994: 189
Susu	 Demonstrative-Noun	Houis 1963: 109
Swahili	 Noun-Demonstrative	Ashton 1947: 59
Swati	 Demonstrative-Noun	Ziervogel 1952: 45-46
Swedish	 Demonstrative-Noun	McClean 1963: 109
Taba	 Noun-Demonstrative	Bowden 1997a: 204
Tabla	 Demonstrative-Noun	Abisay et al. 1983: 12
Tabwa	 Mixed	de Beerst 1896: 309
Tacana	 Demonstrative-Noun	Ottaviano 1980: passim
Tagalog	 Mixed	Schachter and Otanes 1972: 120
Tahitian	 Demonstrative-Noun	Tryon 1970a: 24-25
Taiof	 Noun-Demonstrative	Ross 2002g: 430
Tairora	 Demonstrative-Noun	Vincent 1973a: passim
Tajik	 Demonstrative-Noun	Rastorgueva 1963: 49
Takelma	 Demonstrative-Noun	Sapir 1922b: 253
Takia	 Noun-Demonstrative	Ross 2002h: 224, 227
Talysh (Southern)	 Demonstrative-Noun	Stilo 2005: passim
Tamabo	 Noun-Demonstrative	Jauncey 2002: 614
Tamang (Eastern)	 Demonstrative-Noun	Mazaudon 1976: 8; Mazaudon 2003: 297
Tamashek	 Noun-Demonstrative	Heath 2005: 14
Tamil	 Demonstrative-Noun	Asher 1982: 65, passim
Tanacross	 Demonstrative-Noun	Holton 2000: 279
Tapieté	 Demonstrative-Noun	Gonzalez 2005: 120
Tarahumara (Central)	 Demonstrative-Noun	Cohen 1998: 222
Tarahumara (Western)	 Demonstrative-Noun	Burgess 1984: passim
Tarao	 Demonstrative suffix	Singh 2002: 67
Tariana	 Demonstrative-Noun	Aikhenvald 2003
Tashlhiyt	 Demonstrative suffix	Applegate 1955: 43; Applegate 1958: 28
Tatana'	 Noun-Demonstrative	Pekkanen 1988: passim; Dunn and Peck 1988: 207
Tatar	 Demonstrative-Noun	Poppe 1968: 56, 113
Tauya	 Demonstrative-Noun	MacDonald 1990: 85, 101
Tawala	 Demonstrative-Noun	Ezard 1991: 268
Tboli	 Noun-Demonstrative	Porter 1977: 52, passim
Telefol	 Mixed	Healey 1965a: passim
Telugu	 Demonstrative-Noun	Lisker 1963: 18, passim
Temein	 Noun-Demonstrative	Tucker and Bryan 1966: 258, 261
Temiar	 Noun-Demonstrative	Benjamin 1976: 155, 161
Temne	 Noun-Demonstrative	Wilson 1961a: 18; Scott 1956: passim
Tennet	 Noun-Demonstrative	Randal 1998: 225
Teop	 Noun-Demonstrative	Mosel and Spriggs 1992: 42
Tepehua (Huehuetla)	 Demonstrative-Noun	Kung 2007: 400-401 
Tepehuan (Northern)	 Demonstrative-Noun	Bascom 1982: passim
Tepehuan (Southeastern)	 Demonstrative-Noun	Willett 1991: 52
Tera	 Noun-Demonstrative	Newman 1970: 36, passim
Teribe	 Noun-Demonstrative	Quesada 2000: 127
Teso	 Noun-Demonstrative	Hilders and Lawrance 1956: 22
Tetela	 Noun-Demonstrative	Wetshemongo 1996: 289
Tetun	 Noun-Demonstrative	van Klinken 1997: 133
Tetun Dili	 Noun-Demonstrative	Williams van Klinken et al. 2002: 25
Thadou	 Demonstrative-Noun	Krishan 1980: 74
Thai	 Noun-Demonstrative	Warotamasikkhadit 1972: 20, 223, passim; Anthony et al. 1968: 51-53
Thakali	 Demonstrative-Noun	Georg 1996: 166
Thangmi	 Demonstrative-Noun	Turin 2000: passim
Thulung	 Demonstrative-Noun	Allen 1975b: passim 39, 121
Tibetan (Dingri)	 Mixed	Herrmann 1989: passim
Tibetan (Drokpa)	 Noun-Demonstrative	Kretschmar 1986: 84-85
Tibetan (Modern Literary)	 Noun-Demonstrative	Goldstein 1991: passim 48-49
Tibetan (Standard Spoken)	 Noun-Demonstrative	DeLancey 2003: 273
Ticuna	 Demonstrative-Noun	Montes Rodriguez 2004: 73
Tidore	 Noun-Demonstrative	van Staden 2000: passim 193, 196, passim
Tigak	 Noun-Demonstrative	Beaumont 1979: 58, 105, passim
Tigré	 Mixed	Raz 1983: 45
Tigrinya	 Demonstrative-Noun	Kogan 1997: 441
Tiipay (Jamul)	 Noun-Demonstrative	Miller 2001: 151, 154, passim
Tikar	 Noun-Demonstrative	Stanley 1991: 204, 207-208
Timugon	 Noun-Demonstrative	Prentice 1971: 167, 178, 187
Tinani	 Demonstrative-Noun	Sharma 1989b: 150-151, 181
Tinrin	 Noun-Demonstrative	Osumi 1995: 156 
Tirmaga	 Demonstrative before and after Noun	Bryant 1999: 63
Tiv	 Noun-Demonstrative	Abraham 1940: 51-52
Tiwi	 Demonstrative-Noun	Osborne 1974: 73
Tlapanec	 Noun-Demonstrative	Suárez 1983a: 298, passim
Tlingit	 Demonstrative-Noun	Kelly and Willard 1904: passim; Naish 1979: 102
Toba	 Demonstrative-Noun	Klein 2001: 40
Tobati	 Noun-Demonstrative	Donohue 2002: 191
Tobelo	 Noun-Demonstrative	Holton 2003: 49
Tokelauan	 Noun-Demonstrative	Hooper 1996: 6, 13
Tolai	 Demonstrative-Noun	Mosel 1984: 19; Franklin et al. 1974: passim
Tondano	 Noun-Demonstrative	Sneddon 1975: 114, 129ff
Tonga (in Zambia)	 Noun-Demonstrative	Collins 1962: 83
Tongan	 Noun-Demonstrative	Churchward 1953: 152, passim
Tonkawa	 Demonstrative suffix	Hoijer 1933-1938: 113
Torwali	 Demonstrative-Noun	Lunsford 2001: 45
Totonac (Misantla)	 Demonstrative-Noun	MacKay 1991: 468-469
Totonac (Xicotepec de Juárez)	 Demonstrative-Noun	Reid et al. 1968: passim
Trique (Copala)	 Noun-Demonstrative	Hollenbach 1992: 272
Trumai	 Demonstrative-Noun	Guirardello 1999a: 17
Tsafiki	 Demonstrative-Noun	Dickinson 2002: 68
Tsez	 Demonstrative-Noun	Alekseev and Radzhabov 2004: 148
Tshangla	 Demonstrative-Noun	Andvik 2003: 128, 442
Tsimshian (Coast)	 Noun-Demonstrative	Dunn 1979: 56
Tsogo	 Noun-Demonstrative	Raponda-Walker 1950: 30
Tsova-Tush	 Demonstrative-Noun	Holisky and Gagua 1994: 190
Tuareg (Air)	 Noun-Demonstrative	Galand 1974: 36
Tuareg (Ghat)	 Noun-Demonstrative	Nehlil 1909: 29
Tubu	 Noun-Demonstrative	Lukas 1953: 54-55
Tucano	 Demonstrative-Noun	West 1980: 144, 147
Tugun	 Noun-Demonstrative	Hinton 1991: 45, 52
Tukang Besi	 Noun-Demonstrative	Donohue 1999a: 304
Tulu	 Demonstrative-Noun	Brigel 1982: passim 
Tümpisa Shoshone	 Demonstrative before and after Noun	Dayley 1989a: 251-253, 259
Tunen	 Demonstrative-Noun	Dugast 1971: 138
Tungak	 Noun-Demonstrative	Fast 1990: 34
Tupuri	 Noun-Demonstrative	Ruelland 1992: 329
Turkana	 Noun-Demonstrative	Dimmendaal 1983a: 206, 218
Turkish	 Demonstrative-Noun	Lewis 1967: 71; Underhill 1976: 124
Turkmen	 Demonstrative-Noun	Clark 1998b: 487 
Tutelo	 Noun-Demonstrative	Oliverio 1996: 165
Tutsa	 Demonstrative-Noun	Rekhung 1992: passim
Tuvaluan	 Noun-Demonstrative	Besnier 2000: 151 
Tuvan	 Demonstrative-Noun	Anderson and Harrison 1999: 70
Tuyuca	 Demonstrative-Noun	Barnes 1994: 329
Tzutujil	 Mixed	Dayley 1985: 249
Ubykh	 Demonstrative prefix	Charachidze 1989: 378
Udi	 Demonstrative-Noun	Schulze 1982: 130, 190
Udmurt	 Demonstrative-Noun	Csúcs 1998: 295
Ukrainian	 Demonstrative-Noun	Stechishin 1958: 111
Uldeme	 Noun-Demonstrative	de Colombel 1997: 36
Ulithian	 Noun-Demonstrative	Lynch 2002b: 795
Una	 Demonstrative-Noun	Louwerse 1988: 92
Ungarinjin	 Noun-Demonstrative	Coate and Oates 1970: passim
Uradhi	 Demonstrative-Noun	Crowley 1983: 371
Urak Lawoi'	 Noun-Demonstrative	Hogan 1988: 46, 52, 58, 75
Urarina	 Demonstrative-Noun	Olawsky 2006: 654
Urat	 Noun-Demonstrative	Sposato 2008: 9
Urdu	 Demonstrative-Noun	Bender 1967: passim
Uru	 Mixed	Vellard 1967: passim
Urubú-Kaapor	 Demonstrative-Noun	Kakumasu 1986: 372, passim
Usan	 Noun-Demonstrative	Reesink 1987: 120 
Usarufa	 Demonstrative-Noun	Bee 1973: 279
Ute	 Demonstrative-Noun	Southern Ute Tribe 1980: 208, 288
Uzbek	 Demonstrative-Noun	Raun 1969: passim; Sjoberg 1963: 140, passim
Vafsi	 Demonstrative-Noun	Stilo 2005: passim
Vai	 Noun-Demonstrative	Welmers 1976: 66, 71
Vietnamese	 Noun-Demonstrative	Dinh Hoa 1974: 92; Thompson 1965: 191-192; Binh 1971: passim; Vu'ong-Gia-Thuy 1975: 99
Vili	 Noun-Demonstrative	Ndamba 1977: passim
Vinmavis	 Noun-Demonstrative	Crowley 2002g: 640
Waama	 Noun-Demonstrative	Peter 1990: 338
Wahgi	 Noun-Demonstrative	Luzbetak 1954: 47
Wakhi	 Demonstrative-Noun	Lorimer 1958: 56, 208, passim
Walman	 Noun-Demonstrative	
Wambaya	 Demonstrative-Noun	Nordlinger 1993: passim
Wambon	 Demonstrative-Noun	de Vries 1989: 40, 77
Wambule	 Demonstrative-Noun	Opgenort 2004: 121, 211, passim 
Wangkumara	 Mixed	McDonald and Wurm 1979: passim
Waorani	 Demonstrative-Noun	Peeke 1994: 268
Wappo	 Demonstrative-Noun	Li et al. 1977: 87
Warao	 Demonstrative-Noun	Romero-Figueroa 1997: 51; de Goeje 1930: passim
Wardaman	 Demonstrative-Noun	Merlan 1994: 229, 234
Warekena	 Demonstrative-Noun	Aikhenvald 1998: 318
Wari'	 Noun-Demonstrative	Everett and Kern 1997: 153, 158 
Warrwa	 Mixed	McGregor 1994: 51
Washo	 Demonstrative-Noun	Lowie 1963: passim
Waskia	 Noun-Demonstrative	Ross and Paol 1978: 59
Watjarri	 Noun-Demonstrative	Douglas 1981: 241
Wedau	 Demonstrative-Noun	King 1901a: passim
Welsh	 Noun-Demonstrative	Bowen and Jones 1960: 20; Thomas 1992a: 291-292; Jones and Thomas 1977: 167; Williams 1980b: 58
Wembawemba	 Demonstrative-Noun	Hercus 1986b: 38; Hercus 1969b: 58
West Makian	 Noun-Demonstrative	Voorhoeve 1982: 17
Wichí	 Noun-Demonstrative	Viñas Urquiza 1974: 110; Tovar 1981: 188, 220; Hunt 1940: 73
Wichita	 Demonstrative-Noun	Rood 1976: 23
Wikchamni	 Demonstrative-Noun	Gamble 1978: 130
Wik Munkan	 Noun-Demonstrative	Kilham et al. 1986: 417, passim
Wik Ngathana	 Noun-Demonstrative	Sutton 1978: 302, passim
Wiyot	 Demonstrative-Noun	Teeter 1964: 95-96
Woisika	 Noun-Demonstrative	Stokhof 1982: passim
Wolaytta	 Demonstrative-Noun	Tucker and Bryan 1966: 558
Woleaian	 Noun-Demonstrative	Sohn 1975: 81, 168
Wolio	 Demonstrative-Noun	Anceaux 1952: 37
Wolof	 Noun-Demonstrative	Njie 1982: 71; Sauvageot 1965: 77, 80-81
Womo	 Noun-Demonstrative	
/Xam	 Demonstrative-Noun	Anonymous 4: sec.2
Xârâcùù	 Noun-Demonstrative	
Xasonga	 Demonstrative-Noun	Koite-Herschel 1981-1982: 118
Xerénte	 Demonstrative-Noun	de Souza Filho 2007: 302
Xhosa	 Mixed	McLaren 1939: 57
!Xóõ	 Noun-Demonstrative	Traill 1994: 20
Yagua	 Demonstrative-Noun	Payne 1990a: 97; Payne and Payne 1990: 349
Yahgan	 Mixed	Adelaar 2004: 575 
Yakut	 Demonstrative-Noun	Stachowski and Menz 1998: 427
Yale (Kosarek)	 Noun-Demonstrative	Heeschen 1992: 15, 29
Yamphu	 Demonstrative-Noun	Rutgers 1998: passim
Yansi	 Noun-Demonstrative	Mayanga 1985: 60-66
Yanyuwa	 Demonstrative-Noun	Kirton 1971a: 10
Yao (in Malawi)	 Noun-Demonstrative	Whiteley 1966: 89
Yapese	 Noun-Demonstrative	Jensen 1977a: 166, passim
Yaqui	 Demonstrative-Noun	Lindenfeld 1973: 25-26
Yay	 Noun-Demonstrative	Hudak 1991: xxvi-xxvii
Yelî Dnye	 Noun-Demonstrative	Henderson 1995: 70, 72
Yidiny	 Mixed	Dixon 1977a: 249-250, passim 
Yimas	 Noun-Demonstrative	Foley 1991: 112 
Yindjibarndi	 Demonstrative-Noun	Wordick 1982: 160, passim
Yingkarta	 Demonstrative-Noun	Dench 1998: 50
Yir Yoront	 Mixed	Alpher 1973: 282
Yi (Wuding-Luquan)	 Noun-Demonstrative	Gao 1958: passim
Yokuts (Yaudanchi)	 Demonstrative-Noun	Kroeber 1904: passim
Yoruba	 Noun-Demonstrative	Rowlands 1969: 125; Bamgbose 1966: 124-125
Yuchi	 Demonstrative-Noun	Linn 2001: 399; Wagner 1934: 341
Yucuna	 Demonstrative-Noun	Schauer and Schauer 1978: 28
Yukaghir (Kolyma)	 Demonstrative-Noun	Maslova 1999: 10, 350 
Yukaghir (Tundra)	 Demonstrative prefix	Krejnovich 1958: passim 82
Yukulta	 Demonstrative-Noun	Keen 1983: 230
Yulu	 Noun-Demonstrative	Boyeldieu 1987: 156; Santandrea 1970: 38-39, passim
Yupik (Siberian)	 Noun-Demonstrative	de Reuse 1988: 38
Yurok	 Demonstrative-Noun	Robins 1958: 29-30
Yuwaalaraay	 Demonstrative-Noun	Williams 1980a: 91
Zande	 Demonstrative before and after Noun	Tucker and Bryan 1966: 149
Zapotec (Isthmus)	 Noun-Demonstrative	Pickett et al. 1998: 39, 46
Zapotec (Mitla)	 Noun-Demonstrative	Briggs 1961: passim
Zapotec (Yatzachi)	 Noun-Demonstrative	Butler 1980: passim
Zapotec (Zoogocho)	 Noun-Demonstrative	Sonnenschein 2005: 97
Zarma	 Noun-Demonstrative	Tersis 1972: 100
Zayse	 Demonstrative-Noun	Hayward 1990b: passim 273, 319
Zazaki	 Demonstrative-Noun	
Zoque (Chimalapa)	 Demonstrative-Noun	Johnson 2000: 242
Zoque (Copainalá)	 Demonstrative-Noun	Harrison et al. 1981: 413
Zulu	 Mixed	Ziervogel et al. 1981: 113-114
Zuni	 Demonstrative-Noun	Nichols 1997b: 23
