Language	Value	Reference
Pomo (Eastern)	 Genitive-Noun	McLendon 1975: 181
Pomo (Northern)	 Genitive-Noun	O'Connor 1992: 11
Pomo (Southeastern)	 Genitive-Noun	Moshinsky 1974: 108, passim
Popoluca (Sierra)	 Genitive-Noun	Elson 1967: 280
Port Sandwich	 Noun-Genitive	Crowley 2002e: 654-655
Portuguese	 Noun-Genitive	Parkinson 1988: 157
Prasuni	 Genitive-Noun	Morgenstierne 1949: 218, passim
Puluwat	 Genitive-Noun	Elbert 1974: 118, 130
Pumi	 Genitive-Noun	Lu 1983: 77; Ding 1998: 170-171
Pungupungu	 Genitive-Noun	Tryon 1974: 190
Purépecha	 No dominant order	Foster 1969: passim
Qafar	 Genitive-Noun	Bliese 1981: 164-171
Qawasqar	 Genitive-Noun	Aguilera 1980: 7, passim
Qiang	 Genitive-Noun	LaPolla 2003b: 39; Sun 1981: passim 158
Quechua (Huallaga)	 Genitive-Noun	Weber 1989: 17
Quechua (Imbabura)	 Genitive-Noun	Cole 1982: 77
Quileute	 Noun-Genitive	Andrade 1933: 215-216
Raga	 Noun-Genitive	Crowley 2002c: 630
Ralte	 Genitive-Noun	Grierson 1904: 78
Rama	 Genitive-Noun	Grinevald 1988: 94
Rao	 Genitive-Noun	Stanhope 1980: 9
Rapanui	 Noun-Genitive	Chapin 1978: 150, passim
Rashad	 Noun-Genitive	Tucker and Bryan 1966: 298
Rawang	 Genitive-Noun	Barnard 1934: passim
Remo	 Genitive-Noun	Fernandez 1967: 65, 127
Resígaro	 Genitive-Noun	Allin 1976: 223, passim
Retuarã	 Genitive-Noun	Strom 1992: 47, 53
rGyalrong (Caodeng)	 Genitive-Noun	Sun 2003: 498
Romanian	 Noun-Genitive	Mallinson 1986: 111
Romani (Welsh)	 Genitive-Noun	Sampson 1926: passim
Romansch (Sursilvan)	 Noun-Genitive	Haiman 1988: 374
Ron	 Noun-Genitive	Seibert 1998: 68-69
Ronga	 Noun-Genitive	Junod 1896: 75
Rotuman	 Noun-Genitive	Churchward 1940: passim
Roviana	 Noun-Genitive	Corston-Oliver 2002: 477
Rukai (Tanan)	 Noun-Genitive	Li 1973: 73, passim
Rumsien	 No dominant order	Kroeber 1904: 75
Rumu	 Genitive-Noun	Petterson 1999: passim
Runga	 Genitive-Noun	Nougayrol 1989: 44
Runyankore	 Noun-Genitive	Morris and Kirwan 1972: 46
Russian	 Noun-Genitive	Bivon 1971: 11 
Rutul	 Genitive-Noun	Alekseev 1994b: 237
Sa'a	 Noun-Genitive	Ivens 1918: 143
Saami (Northern)	 Genitive-Noun	Bartens 1989: 49, 85
Sahu	 Genitive-Noun	Visser and Voorhoeve 1987: 53
Sakao	 Noun-Genitive	Guy 1974a: 63
Saliba (in Papua New Guinea)	 Genitive-Noun	Margetts 1999b: 9
Salinan	 Noun-Genitive	Mason 1918: passim
Samba Leko	 Genitive-Noun	Fabre 2003: 184, 195
Samoan	 Noun-Genitive	Marsack 1962: passim
Sandawe	 Genitive-Noun	Eaton 2008: 18
Sango	 Noun-Genitive	Samarin 1967b: 109
Sangu	 Noun-Genitive	Idiata 1998: 66
Santa	 Genitive-Noun	Kim 2003: 354, 361
Santali	 Genitive-Noun	Neukom 2001: 32
Sanuma	 Genitive-Noun	Borgman 1990: 127, 129
Sarcee	 Genitive-Noun	Cook 1984: 43
Sare	 Genitive-Noun	Sumbuk 1999
Savi	 Genitive-Noun	Buddruss 1967: 61
Savosavo	 Genitive-Noun	Wegener 2008: 118, 132-133, 140
Sebei	 Noun-Genitive	O'Brien and Cuypers 1975: 44-45
Secoya	 Genitive-Noun	Johnson and Levinsohn 1990: 41
Sedang	 Noun-Genitive	Smith 1979: 76-77
Seediq	 Noun-Genitive	Holmer 1996: 72; Pecoraro 1977: 50
Selepet	 Genitive-Noun	McElhanon 1972: 76-78
Selkup	 Genitive-Noun	Helimski 1998b: 575
Sema	 Genitive-Noun	Sreedhar 1980: 111
Seme	 Genitive-Noun	Prost 1964d: 352
Semelai	 Noun-Genitive	Kruspe 1999: 318, 334 
Seminole	 Genitive-Noun	Nathan 1977: 136
Sentani	 Genitive-Noun	Cowan 1965: 60
Serbian-Croatian	 No dominant order	Partridge 1964: 128; Browne 1974: 43; Javarek and Sudjic 1972: passim
Seri	 Genitive-Noun	Marlett 1981: passim
Sesotho	 Noun-Genitive	Paroz 1946: 166
Shan	 Noun-Genitive	Cushing 1888: 12
Shatt	 Noun-Genitive	Tucker and Bryan 1966: 242
Sherpa	 Genitive-Noun	Schottelndreyer and Schottelndreyer 1973: passim
Shilluk	 Noun-Genitive	Kohnen 1933: 28; Westermann 1912: 57
Shina	 Genitive-Noun	Bailey 1924: passim
Shipibo-Konibo	 Genitive-Noun	Faust 1973: 69
Shiriana	 Genitive-Noun	Gómez 1990: 52, 72-73
Shona	 Noun-Genitive	Fortune 1955: 174-178
Shuswap	 Noun-Genitive	Kuipers 1974: 78, 95
Siane	 Genitive-Noun	Salisbury 1956: 466
Siar	 Noun-Genitive	Ross 2002f: 418
Sidaama	 Genitive-Noun	Kawachi 2007: 512
Sikkimese	 Genitive-Noun	Sandberg 1888: passim
Sila	 Noun-Genitive	Tucker and Bryan 1966: 242
Simeulue	 Noun-Genitive	Kahler 1963: passim
Sinaugoro	 Genitive-Noun	Tauberschmidt 1999: 59
Sio	 Genitive-Noun	Clark and Clark 1987: 46-47
Siona	 Genitive-Noun	Wheeler 1970: 76, 78
Sipakapense	 Noun-Genitive	Barrett 1999: 203
Sirionó	 Genitive-Noun	Firestone 1965: 32; Schermair 1949: 28
Siroi	 Genitive-Noun	Wells 1979: 44, 52
Sisiqa	 Noun-Genitive	Ross 2002l: 460
Siuslaw	 No dominant order	Frachtenberg 1914: passim
Skou	 Genitive-Noun	Voorhoeve 1971: 59
Slave	 Genitive-Noun	Rice 1989: 231, 1001
Slovene	 No dominant order	Priestly 1993: 430
So	 Noun-Genitive	Tucker and Bryan 1966: 400; Serzisko 1989: 391-392
Sobei	 Genitive-Noun	Sterner 1976: 155
Soddo	 Genitive-Noun	Cohen 1931: 203
Somali	 No dominant order	Saeed 1987: 112-113; Kirk 1905: passim 26
Sonsorol-Tobi	 Noun-Genitive	Capell 1969: 61
Sotho (Northern)	 Noun-Genitive	Louwrens et al. 1995: 25
Sougb	 Genitive-Noun	Reesink 2002: 246
Southern Toussian	 Genitive-Noun	Prost 1964g: 276
Spanish	 Noun-Genitive	Green 1988: 103
Squamish	 Noun-Genitive	Kuipers 1967: 176
Sre	 Noun-Genitive	Manley 1972: 82
Stieng	 Noun-Genitive	Miller 1976: 24
Sudest	 Genitive-Noun	Anderson and Ross 2002: 330
Suena	 Genitive-Noun	Wilson 1974: 77, passim
Suki	 Genitive-Noun	Hatfield 2008: 8
Sulka	 No dominant order	Tharp 1996: 116-117
Sundanese	 Noun-Genitive	Hardjadibrata 1985: 38, 41, passim
Sungor	 Genitive-Noun	Tucker and Bryan 1966: 218
Supyire	 Genitive-Noun	Carlson 1994: 200
Susu	 Genitive-Noun	Houis 1963: 55-56
Swahili	 Noun-Genitive	Ashton 1947: 56
Swati	 Noun-Genitive	Ziervogel 1952: 65
Swedish	 Genitive-Noun	McClean 1963: 62-63; Holmes and Hinchliffe 1994: 42-45 
Taba	 Genitive-Noun	Bowden 1997a: 164, 204, 205
Tabare	 Genitive-Noun	McVinney and Luzbetak 1954: 15
Tabwa	 Noun-Genitive	de Beerst 1896: 304
Tacana	 Genitive-Noun	Ottaviano and Ottaviano 1967: 175-177
Tagalog	 Noun-Genitive	Schachter and Otanes 1972: 136
Tahitian	 No dominant order	Tryon 1970a: 28
Taiof	 Noun-Genitive	Ross 2002g: 430, 431
Tairora	 Genitive-Noun	Vincent 1973a: 534-535
Tajik	 Noun-Genitive	Rastorgueva 1963: 39, 94
Takelma	 Genitive-Noun	Sapir 1909: passim; Kendall 1977: 24
Takia	 Genitive-Noun	Ross 2002h: 228
Talysh (Southern)	 Genitive-Noun	Stilo 2005: passim
Tama	 Genitive-Noun	Tucker and Bryan 1966: 218
Tamabo	 Noun-Genitive	Jauncey 2002: 615-616
Tamang (Eastern)	 Genitive-Noun	Mazaudon 1976: 13
Tamashek	 Noun-Genitive	Heath 2005: 14
Tamil	 Genitive-Noun	Asher 1982: 113
Tanacross	 Genitive-Noun	Holton 2000: 144
Tapieté	 Genitive-Noun	Gonzalez 2005: 120, 241
Tarahumara (Western)	 Genitive-Noun	Burgess 1984: 60, passim
Tariana	 Genitive-Noun	Aikhenvald 2003
Tashlhiyt	 Noun-Genitive	Applegate 1958: 31; Applegate 1955: 46
Tasmanian	 Genitive-Noun	Schmidt 1952: 180
Tatana'	 Noun-Genitive	Dunn and Peck 1988: 215
Tatar	 Genitive-Noun	Poppe 1968: 112, 115
Tati (Southern)	 Genitive-Noun	Yar-Shater 1969: 102
Tausug	 Noun-Genitive	Rubino 2006: 10
Tauya	 Genitive-Noun	MacDonald 1990: 130-131
Tawala	 Genitive-Noun	Ezard 1991: 283
Tboli	 Noun-Genitive	Porter 1977: 52
Telefol	 Genitive-Noun	Healey 1965c: 8
Telugu	 Genitive-Noun	Lisker 1963: 33, passim
Temein	 Noun-Genitive	Tucker and Bryan 1966: 260
Temne	 Noun-Genitive	Scott 1956: 13; Wilson 1961a: 11, 19, 39
Tennet	 Noun-Genitive	Randal 1998: 225
Teop	 Noun-Genitive	Mosel and Spriggs 1992: 38, passim 56-57
Tepehua (Huehuetla)	 Noun-Genitive	Kung 2007: 353 
Tepehuan (Northern)	 Genitive-Noun	Bascom 1982: passim
Tepehua (Tlachichilco)	 Noun-Genitive	Watters 1988: 452
Tera	 Noun-Genitive	Newman 1970: 106
Teribe	 Genitive-Noun	Quesada 2000: 127
Ternate	 Genitive-Noun	Watuseke 1991: 233
Teso	 Noun-Genitive	Hilders and Lawrance 1956: 26, passim
Tetela	 Noun-Genitive	Wetshemongo 1996: 276, 279, 299
Tetun	 Genitive-Noun	Morris 1984: xv; van Klinken 1997: 143
Tetun Dili	 Genitive-Noun	Williams van Klinken et al. 2002: 25, 33-35
Thai	 Noun-Genitive	Warotamasikkhadit 1972: 39-49; Anthony et al. 1968: passim
Thakali	 Genitive-Noun	Georg 1996: 82, 83, passim 166
Thangmi	 Genitive-Noun	Turin 2000: passim
Thompson	 Genitive-Noun	Thompson and Thompson 1992: 161-162
Thulung	 Genitive-Noun	Allen 1975b: 110
Tibetan (Dingri)	 Genitive-Noun	Herrmann 1989: 85, 92
Tibetan (Modern Literary)	 Genitive-Noun	Goldstein 1991: 105-108
Tibetan (Shigatse)	 Genitive-Noun	Haller 2000: 63
Tibetan (Standard Spoken)	 Genitive-Noun	Denwood 1999: 101 
Ticuna	 No dominant order	Montes Rodriguez 2004: 70-71
Tidore	 Genitive-Noun	van Staden 2000: 250
Tigak	 Noun-Genitive	Beaumont 1979: 58, passim
Tigré	 Noun-Genitive	Raz 1983: passim
Tigrinya	 No dominant order	Kogan 1997: 441
Tiipay (Jamul)	 Genitive-Noun	Miller 2001: 152
Tikar	 Noun-Genitive	Stanley 1991: 193, passim
Tima	 Noun-Genitive	Tucker and Bryan 1966: 268
Timugon	 Noun-Genitive	Prentice 1971: 178-181, 204-205
Tinrin	 Noun-Genitive	Osumi 1995: 145, 149, 152 
Tiriyo	 Genitive-Noun	Meira 1999: 515
Tiv	 Noun-Genitive	Abraham 1940: 38-39
Tiwi	 Genitive-Noun	Osborne 1974: 74
Tlapanec	 Noun-Genitive	Suárez 1983a: passim
Tlingit	 Genitive-Noun	Naish 1979: 102-103, passim
Toba	 Noun-Genitive	Messineo 2003: 132
Tobati	 Genitive-Noun	Donohue 2002: 193
Tobelo	 Genitive-Noun	Holton 2003: 48
Tolai	 Noun-Genitive	Franklin et al. 1974: 130; Mosel 1984: 19
Tondano	 Noun-Genitive	Sneddon 1975: 114, 118ff
Tonga (in Zambia)	 Noun-Genitive	Collins 1962: 28-29, passim
Tongan	 Noun-Genitive	Churchward 1953: passim
Tonkawa	 Genitive-Noun	Troike 1967: 325
Torwali	 Genitive-Noun	Lunsford 2001: 41, 45
Totonac (Xicotepec de Juárez)	 Noun-Genitive	Reid et al. 1968: 32
Trique (Copala)	 Noun-Genitive	Hollenbach 1992: 282
Trumai	 Genitive-Noun	Monod-Becquelin 1975: 176-177, 206
Tsafiki	 Genitive-Noun	Dickinson 2002: 47
Tsez	 Genitive-Noun	Alekseev and Radzhabov 2004: 148
Tshangla	 Genitive-Noun	Andvik 2003: 441, 442; Das Gupta 1968: passim
Tsimshian (Coast)	 Noun-Genitive	Mulder 1994: 44; Dunn 1979: 57
Tsova-Tush	 Genitive-Noun	Holisky and Gagua 1994: 190, 198
Tuareg (Air)	 Noun-Genitive	Galand 1974: 37
Tuareg (Ghat)	 Noun-Genitive	Nehlil 1909: 24
Tubu	 Noun-Genitive	Lukas 1953: 36-39; Tucker and Bryan 1966: 192
Tugun	 Genitive-Noun	Hinton 1991: 45, 68
Tukang Besi	 Noun-Genitive	Donohue 1999a: 304, 338
Tulu	 Genitive-Noun	Brigel 1982: 127 
Tümpisa Shoshone	 Genitive-Noun	Dayley 1989a: 186
Tunebo	 Genitive-Noun	Rocherau 1926: 74
Tunen	 Noun-Genitive	Dugast 1971: 133
Tungak	 Noun-Genitive	Fast 1990: 36, 37
Tunica	 Genitive-Noun	Haas 1940: 97
Turkana	 Noun-Genitive	Dimmendaal 1983a: 206, 336
Turkish	 Genitive-Noun	Underhill 1976: 91; Lewis 1967: 239
Turkmen	 Genitive-Noun	Clark 1998b: 487 
Tutelo	 Genitive-Noun	Oliverio 1996: 171
Tuvaluan	 Noun-Genitive	Besnier 2000: 151 
Tuvan	 Genitive-Noun	Anderson and Harrison 1999: 70; Krueger 1977: 118
Tyeraity	 Genitive-Noun	Tryon 1974: 27
Tzotzil	 Noun-Genitive	Cowan 1969: 57
Tzutujil	 Noun-Genitive	Dayley 1985: 8, 141, passim
Ubykh	 Genitive-Noun	Charachidze 1989: 418, 420
Udihe	 Genitive-Noun	Nikolaeva and Tolskaya 2001: 480
Udmurt	 Genitive-Noun	Csúcs 1998: 295
Uldeme	 Noun-Genitive	de Colombel 1997: 36, 42
Ulithian	 Genitive-Noun	Lynch 2002b: 798
Una	 Genitive-Noun	Louwerse 1988: 93, passim
Ungarinjin	 No dominant order	Rumsey 1982: 139
Ura	 Noun-Genitive	Crowley 1999: 192-193
Uradhi	 Genitive-Noun	Crowley 1983: 371, 377
Urak Lawoi'	 Noun-Genitive	Hogan 1988: 73-74
Urarina	 Genitive-Noun	Olawsky 2006: 332
Urat	 Noun-Genitive	Sposato 2008: 10
Urdu	 Genitive-Noun	Bender 1967: 109
Urubú-Kaapor	 Genitive-Noun	Kakumasu 1986: passim
Usan	 Genitive-Noun	Reesink 1987: 120 
Usarufa	 Genitive-Noun	Bee 1973: 281
Ute	 Genitive-Noun	Southern Ute Tribe 1980: 292
Uzbek	 Genitive-Noun	Sjoberg 1963: passim
Vafsi	 Noun-Genitive	Stilo 2005: passim
Vai	 Genitive-Noun	Welmers 1976: 43-44
Vietnamese	 Noun-Genitive	Vu'ong-Gia-Thuy 1975: 106; Binh 1971: 130ff; Thompson 1965: passim
Vili	 Noun-Genitive	Ndamba 1977: 316-317
Vinmavis	 Noun-Genitive	Crowley 2002g: 642-643
Waama	 Genitive-Noun	Peter 1990: 335-336
Wahgi	 Genitive-Noun	Luzbetak 1954: 36, passim
Wai Wai	 Genitive-Noun	Hawkins 1998: 82-84
Wakhi	 Genitive-Noun	Lorimer 1958: 208, 103
Walman	 No dominant order	
Wambon	 Genitive-Noun	de Vries 1989: 76, 96
Wambule	 Genitive-Noun	Opgenort 2004: 121 
Wan	 Genitive-Noun	Nikitina 2008: passim 
Waorani	 Genitive-Noun	Peeke 1994: 269; Peeke 1979: 18, 30-31
Wappo	 Genitive-Noun	Li et al. 1977: 87, passim
Warao	 Genitive-Noun	Romero-Figueroa 1997: 90; Vaquero 1965: 143
Wardaman	 No dominant order	Merlan 1994: 236
Warekena	 Noun-Genitive	Aikhenvald 1998: 295
Warembori	 Genitive-Noun	Donohue 1999b: 20
Wari'	 Noun-Genitive	Everett and Kern 1997: 150, 158 
Warndarang	 Noun-Genitive	Heath 1980b: 27
Warrwa	 Genitive-Noun	McGregor 1994: 51
Washo	 Genitive-Noun	Jacobsen 1964: 399, 426-428; Kroeber 1906: 301
Waskia	 Genitive-Noun	Ross and Paol 1978: 40
Watjarri	 Genitive-Noun	Douglas 1981: 218, 241
Wayampi	 Genitive-Noun	Jensen 1994: 344; Grenand 1980: 59
Wedau	 Genitive-Noun	King 1901a: 8
Welsh	 Noun-Genitive	Bowen and Jones 1960: 53-54; Jones and Thomas 1977: 192; Thomas 1992a: 296
Wembawemba	 Genitive-Noun	Hercus 1969b: 49; Hercus 1986b: 32
West Makian	 Genitive-Noun	Voorhoeve 1982: 24-25
Wichí	 Genitive-Noun	Hunt 1940: 10; Viñas Urquiza 1974: 121, 145; Tovar 1981: 221
Wikchamni	 Genitive-Noun	Gamble 1978: 130
Wik Munkan	 Genitive-Noun	Godfrey 1964: passim 69
Wintu	 Genitive-Noun	Pitkin 1984: 266
Wiyot	 Genitive-Noun	Teeter 1964: 94-95, passim
Wogamusin	 Genitive-Noun	Laycock and Z'graggen 1975: 744
Woisika	 Genitive-Noun	Stokhof 1982: passim
Wolaytta	 Genitive-Noun	Tucker and Bryan 1966: 561
Woleaian	 No dominant order	Sohn 1975: 169-170, 194-195
Wolio	 Noun-Genitive	Anceaux 1952: 40
Wolof	 Noun-Genitive	Njie 1982: 73; Sauvageot 1965: 188-189, 192
Womo	 Genitive-Noun	
/Xam	 Genitive-Noun	Anonymous 4: sec.2
Xârâcùù	 No dominant order	
Xasonga	 Genitive-Noun	Koite-Herschel 1981-1982: 119
Xavánte	 Genitive-Noun	McLeod and Mitchell 1980: 93
Xerénte	 Genitive-Noun	de Souza Filho 2007: 301
Xhosa	 Noun-Genitive	McLaren 1939: 28-31
!Xóõ	 Genitive-Noun	Traill 1994: 26
Yagaria	 Genitive-Noun	Renck 1975: 169-170, passim
Yagua	 Genitive-Noun	Payne 1990a: 97, 119-120; Payne and Payne 1990: 348-349
Yakut	 Genitive-Noun	Stachowski and Menz 1998: 428; Krueger 1962: 77
Yale (Kosarek)	 Genitive-Noun	Heeschen 1992: 29
Yamphu	 Genitive-Noun	Rutgers 1998: passim
Yansi	 Noun-Genitive	Mayanga 1985: 80-81
Yapese	 Noun-Genitive	Jensen 1977a: 187, 245-247
Yaqay	 Genitive-Noun	Boelaars 1950: 61
Yaqui	 Genitive-Noun	Lindenfeld 1973: 66, 79
Yareba	 Genitive-Noun	Weimer and Weimer 1975: passim
Yawuru	 Noun-Genitive	Hosokawa 1991: 239
Yay	 Noun-Genitive	Hudak 1991: xxvi
Yaygir	 Genitive-Noun	Crowley 1979: 376
Yei	 Genitive-Noun	Boelaars 1950: passim
Yelî Dnye	 Genitive-Noun	Henderson 1975: 826
Yelmek	 No dominant order	Boelaars 1950: passim
Yidiny	 Genitive-Noun	Dixon 1977a: 248, passim 
Yimas	 Genitive-Noun	Foley 1991: 178 
Yindjibarndi	 Genitive-Noun	Wordick 1982: 160
Yi (Wuding-Luquan)	 Genitive-Noun	Gao 1958: 2
Yokuts (Yaudanchi)	 No dominant order	Kroeber 1904: passim
Yoruba	 Noun-Genitive	Rowlands 1969: 44-45
Yuchi	 Genitive-Noun	Linn 2001: 398
Yucuna	 Genitive-Noun	Schauer and Schauer 1978: 28
Yukaghir (Kolyma)	 Genitive-Noun	Maslova 1999: 10, 355ff 
Yukaghir (Tundra)	 Genitive-Noun	Krejnovich 1958: passim 63
Yukulta	 Genitive-Noun	Keen 1983: 230, passim
Yulu	 Noun-Genitive	Santandrea 1970: 33, 50
Yupik (Siberian)	 Genitive-Noun	de Reuse 1988: 37
Yurimangí	 Genitive-Noun	Adelaar 2004: 61 
Yurok	 Genitive-Noun	Robins 1958: 28
Yuwaalaraay	 No dominant order	Williams 1980a: 97
Zande	 No dominant order	Tucker and Bryan 1966: 157
Zaparo	 Genitive-Noun	Peeke 1962: 147, passim
Zapotec (Isthmus)	 Noun-Genitive	Pickett et al. 1998: 20
Zapotec (Mitla)	 Noun-Genitive	Briggs 1961: 73-74
Zapotec (Yatzachi)	 Noun-Genitive	Butler 1980: passim
Zarma	 Genitive-Noun	Westermann 1921b: 195; Tersis 1972: 192
Zayse	 Genitive-Noun	Hayward 1990b: 251
Zenaga	 Noun-Genitive	Nicolas 1953: passim
Zoque (Chimalapa)	 Genitive-Noun	Johnson 2000: 264
Zoque (Copainalá)	 Genitive-Noun	Harrison et al. 1981: 410, passim
Zulu	 Noun-Genitive	Ziervogel et al. 1981: 118, 124-125, 128-129
Zuni	 Genitive-Noun	Cook 1975: passim
