Language	Value	Reference
Seneca	 No dominant order	Chafe 1996: passim
Sengele	 SVO	Mangulu 2001: passim
Sentani	 SOV	Cowan 1965: 53
Serbian-Croatian	 SVO	Browne 1974: 40, passim
Seri	 SOV	Marlett 1981: 245
Sesotho	 SVO	Paroz 1946: 166
Shabo	 SOV	Teferra and Unseth 1989: 416; Teferra 1991: 384
Shambala	 SVO	Besha 1993: 30
Shan	 SVO	Cushing 1888: 10
Sharanahua	 SOV	Scott and Frantz 1974: 84
Shasta	 No dominant order	Silver and Wicks 1977: passim
Shatt	 SVO	Tucker and Bryan 1966: 241
Shekhawati	 SOV	Gusain 2001: 54
Sherpa	 SOV	Schottelndreyer and Schottelndreyer 1973: passim
Shilluk	 SVO	Westermann 1912: passim; Kohnen 1933: 57-58
Shina	 SOV	Bailey 1924: passim
Shipibo-Konibo	 SOV	Faust 1973: 37
Shiriana	 SOV	Gómez 1990: 125
Shompen	 VSO	Chattopadhyay and Mukhopadhyay 2003: 22
Shona	 SVO	Fortune 1955: passim
Shoshone	 SOV	Crapo 1976: 19
Shuswap	 No dominant order	Kuipers 1974: passim
Siane	 SOV	Salisbury 1956: 470
Siar	 SVO	Ross 2002f: 422
Sidaama	 SOV	Kawachi 2007: 511
Sila	 SOV	Tucker and Bryan 1966: 241
Sinaugoro	 SOV	Tauberschmidt 1999: 2
Sinhala	 SOV	Reynolds 1980: 11
Sio	 SVO	Clark and Clark 1987: 45, 53
Sipakapense	 VSO	Barrett 1999: 52, 218
Sirionó	 SOV	Schermair 1949: 30, 323, passim
Siroi	 SOV	Wells 1979: 72
Sisaala	 SVO	Blass 1975: passim
Sisiqa	 SVO	Ross 2002l: 463
Siuslaw	 No dominant order	Frachtenberg 1914: passim
Skou	 SOV	Voorhoeve 1971: 59
Slave	 SOV	Rice 1989: 17, 997, 1004
Slovene	 SVO	Priestly 1993: 427
So	 VSO	Serzisko 1989: 387; Tucker and Bryan 1966: 400
Sobei	 SVO	Sterner 1976: 154
Soddo	 SOV	Cohen 1931: 203
Somali	 SOV	Kirk 1903: 36; Kirk 1905: 81, passim
Soninke	 SOV	Diagana 1995: 292-295
Sonsorol-Tobi	 SVO	Capell 1969: 83
Sorbian	 SOV	Stone 1993: 653
Sotho (Northern)	 SVO	Louwrens et al. 1995: 39
Sougb	 SVO	Reesink 2002: passim
Southeast Ambrym	 SVO	Crowley 2002b: 667
Spanish	 SVO	Green 1988: 114-115
Spitian	 SOV	Sharma 1992: 89
Squamish	 VSO	Kuipers 1967: 169
Sre	 SVO	Manley 1972: 62
Stieng	 SVO	Miller 1976: 9-10
Sudest	 SVO	Anderson and Ross 2002: 341
Suena	 SOV	Wilson 1974: 98, passim
Suki	 SOV	Voorhoeve 1975: 353
Suku	 SVO	Bunkheti 1997: passim
Sukuma	 SVO	Batibo 1985: passim
Sulka	 SVO	Tharp 1996: 136
Sundanese	 SVO	Hardjadibrata 1985: 91-95
Supyire	 SOV	Carlson 1994: 239
Susu	 SOV	Houis 1963: 53-54, 59
Swahili	 SVO	Ashton 1947: passim
Swati	 No dominant order	Ziervogel 1952: 170
Swedish	 SVO	McClean 1963: 101; Holmes and Hinchliffe 1994: 503, 507
Taba	 SVO	Bowden 1997a: 157
Tabare	 SOV	McVinney and Luzbetak 1954: 14-15
Tabla	 SOV	Abisay et al. 1983: 13
Tabwa	 SVO	de Beerst 1896: passim
Tacana	 No dominant order	Ottaviano 1980: passim
Tagalog	 VSO	Kroeger 1993: 111
Tahitian	 VSO	Tryon 1970a: 33, passim
Taiof	 SVO	Ross 2002g: 436
Tairora	 SOV	Vincent 1973a: 535
Tajik	 SOV	Rastorgueva 1963: 94-95
Takelma	 SOV	Sapir 1909: passim; Kendall 1977: 12
Takia	 SOV	Ross 2002h: 234
Talinga	 SVO	Paluku 1998: passim
Tama	 SOV	Tucker and Bryan 1966: 217
Tamabo	 SVO	Jauncey 2002: 622
Tamagario	 SOV	Voorhoeve 1975: passim
Tamang (Eastern)	 SOV	Mazaudon 1976: 3
Tamashek	 VSO	Heath 2005: 16
Tamil	 SOV	Asher 1982: 25, 55
Tangale	 SVO	Jungraithmayr 1991: passim
Tapieté	 SOV	Gonzalez 2005: 206ff
Tarahumara (Central)	 SOV	Cohen 1998: 172, 190
Tarahumara (Western)	 SOV	Burgess 1984: 9-10
Tarao	 SOV	Singh 2002: 88
Tariana	 SOV	Aikhenvald 2003
Tashlhiyt	 No dominant order	Applegate 1958: passim
Tatar	 SOV	Poppe 1968: 125
Taushiro	 VSO	Wise 1999: 329
Tauya	 SOV	MacDonald 1990: 4
Tawala	 SOV	Ezard 1991: 42
Tboli	 VSO	Porter 1977: 97
Telefol	 SOV	Healey 1965a: 3
Telugu	 SOV	Lisker 1963: passim
Temein	 SVO	Tucker and Bryan 1966: 260
Temiar	 SVO	Benjamin 1976: 153
Temne	 SVO	Wilson 1961a: 39-40; Scott 1956: passim
Tennet	 VSO	Randal 1998: 222
Teop	 SVO	Mosel and Spriggs 1992: 9
Tepehua (Huehuetla)	 No dominant order	Kung 2007: 541
Tepehuan (Northern)	 VSO	Bascom 1982: 273, passim
Tepehua (Tlachichilco)	 SVO	Watters 1988: 12
Tera	 SVO	Newman 1970: 15-17
Teribe	 SOV	Quesada 2000: 115
Teso	 VSO	Hilders and Lawrance 1956: xix
Tetela	 SVO	Wetshemongo 1996: 44, 63, 433
Tetun	 SVO	van Klinken 1997: 179
Tetun Dili	 SVO	Williams van Klinken et al. 2002: 50
Thai	 SVO	Warotamasikkhadit 1972: 14, passim; Anthony et al. 1968: 88-91, 95
Thakali	 SOV	Georg 1996: back cover
Thangmi	 SOV	Turin 2000: passim
Thompson	 No dominant order	Thompson and Thompson 1992: 148
Thulung	 SOV	Allen 1975b: 92
Tibetan (Dingri)	 SOV	Herrmann 1989: 88, 94s
Tibetan (Drokpa)	 SOV	Kretschmar 1986: 90
Tibetan (Modern Literary)	 SOV	Goldstein 1991: 46
Tibetan (Standard Spoken)	 SOV	Denwood 1999: 211 ; DeLancey 2003: 282
Ticuna	 No dominant order	Anderson 1962: passim
Tidore	 SVO	van Staden 2000: 207
Tigak	 SVO	Beaumont 1979: 39
Tigré	 SOV	Raz 1983: 94, passim
Tigrinya	 SOV	Kogan 1997: 441
Tiipay (Jamul)	 SOV	Miller 2001: 149, 204
Tikar	 No dominant order	Stanley 1991: 53
Tima	 SVO	Tucker and Bryan 1966: 268
Timucua	 SOV	Granberry 1993: 109
Timugon	 VSO	Prentice 1971: 55, 56, 57, 59, 60, 62, 64, 65, 67, 69, 154
Tinani	 SOV	Sharma 1989b: 180
Tinrin	 No dominant order	Osumi 1995: 239
Tiriyo	 OVS	Meira 1999: 582
Tirmaga	 SVO	Bryant 1999: 42
Tiv	 SVO	Abraham 1940: passim
Tiwa (Northern)	 No dominant order	Trager 1946: passim
Tiwi	 SVO	Osborne 1974: 64
Tlapanec	 VSO	Suárez 1983a: 268-269
Tlingit	 SOV	Dryer 1985: passim
Toba	 No dominant order	Klein 1973: passim; Klein 2001: 40
Tobati	 OSV	Donohue 2002: 186
Tobelo	 SOV	Holton 2003: 54
Tod	 SOV	Sharma 1989b: 336
Tolai	 SVO	Franklin et al. 1974: 125, passim
Tondano	 No dominant order	Sneddon 1975: passim
Tonga (in Zambia)	 SVO	Collins 1962: passim
Tongan	 No dominant order	Churchward 1953: 65-67
Tonkawa	 No dominant order	Hoijer 1972: passim; Hoijer 1933-1938: 26; Troike 1967: 324
Torwali	 SOV	Lunsford 2001: 41
Totonac (Xicotepec de Juárez)	 SVO	Reid et al. 1968: 31
Trique (Copala)	 VSO	Hollenbach 1992: 187
Trumai	 No dominant order	Monod-Becquelin 1975: passim
Tsafiki	 SOV	Dickinson 2002: 41
Tsez	 SOV	Alekseev and Radzhabov 2004: 148
Tshangla	 SOV	Andvik 2003: 443
Tsimshian (Coast)	 VSO	Dunn 1979: 59-60
Tsova-Tush	 SOV	Holisky and Gagua 1994: 198-199
Tubu	 SOV	Tucker and Bryan 1966: 191; Lukas 1953: 177
Tugun	 SVO	Hinton 1991: 85
Tukang Besi	 VOS	Donohue 1999a: 51
Tuki	 SVO	Biloa 1997: 23
Tulu	 SOV	Brigel 1982: 126-127
Tumleo	 SVO	Schultze 1911: passim
Tümpisa Shoshone	 SOV	Dayley 1989a: 18-19
Tunen	 SOV	Dugast 1971: 309
Tungak	 SVO	Fast 1990: 56
Tunica	 SOV	Haas 1940: 98-99
Tupuri	 SVO	Ruelland 1992: 456-477
Turkana	 VSO	Dimmendaal 1983a: 57, 68, 90, passim
Turkish	 SOV	Erguvanli 1984: 2; Lewis 1967: 240
Turkmen	 SOV	Clark 1998b: 498
Tuscarora	 No dominant order	Williams 1976: 47-48
Tutelo	 SOV	Oliverio 1996: 165, 170
Tuvaluan	 OVS	Besnier 2000: 134
Tuvan	 SOV	Anderson and Harrison 1999: 70
Tuyuca	 SOV	Barnes 1994: 327
Tyeraity	 SOV	Tryon 1974: 18, 39
Tzotzil	 VOS	Cowan 1969: 9
Tzutujil	 No dominant order	Dayley 1985: 304-309
Ubykh	 SOV	Charachidze 1989: 427
Udi	 SOV	Schulze 1982: 190, 192
Udihe	 SOV	Nikolaeva and Tolskaya 2001: 840
Udmurt	 SOV	Csúcs 1998: 299
Ukrainian	 SVO	Stechishin 1958: 25
Uldeme	 SVO	de Colombel 1997: 75
Ulithian	 SVO	Lynch 2002b: 801
Una	 SOV	Louwerse 1988: 103-105
Ungarinjin	 OVS	Rumsey 1982: 145
Ura	 SVO	Crowley 1999: 199
Uradhi	 SOV	Crowley 1983: 368
Urak Lawoi'	 SVO	Hogan 1988: passim
Urarina	 OVS	Olawsky 2006: 652
Urat	 SVO	Sposato 2008: 16
Urdu	 SOV
Urubú-Kaapor	 SOV	Kakumasu 1986: 327-331
Usan	 SOV	Reesink 1987: 19, 124
Usarufa	 SOV	Bee 1973: 301-302
Ute	 No dominant order	Southern Ute Tribe 1980: 9, 61
Uyghur	 SOV	Hahn 1998: 394
Uzbek	 SOV	Sjoberg 1963: 144, 150, 154
Vai	 SOV	Welmers 1976: 82, 96, 132
Venda	 SVO	Poulos 1990: passim
Vietnamese	 SVO	Nguyen 1975: 4, 13; Vu'ong-Gia-Thuy 1975: 121; Binh 1971: 70
Vinmavis	 SVO	Crowley 2002g: 647
Waama	 SVO	Peter 1990: 237
Wagiman	 SOV	Tryon 1971: 9
Wahgi	 SOV	Luzbetak 1954: 35-36
Wai Wai	 No dominant order	Hawkins 1998: 27
Wakhi	 SOV	Lorimer 1958: 208
Walman	 SVO	Spölgen and Schmidt 1901: 355; Schmidt and Vormann 1900: 90
Wambaya	 No dominant order	Nordlinger 1993: passim
Wambon	 SOV	de Vries 1989: 45, 51
Wambule	 SOV	Opgenort 2004: 144
Wan	 SOV	Nikitina 2008: 54
Wangkumara	 No dominant order	McDonald and Wurm 1979: passim
Waorani	 SOV	Peeke 1973: 100, 115; Peeke 1994: 268; Peeke 1979: 17, 52
Wappo	 SOV	Li et al. 1977: 86
Waray (in Australia)	 SVO	Harvey 1986: 245
Wardaman	 No dominant order	Merlan 1994: 248-249
Warekena	 SVO	Aikhenvald 1998: 229
Warembori	 SVO	Donohue 1999b: 8
Wari'	 VOS	Everett and Kern 1997: 132, 224
Warlpiri	 No dominant order	Swartz 1988: passim
Warluwara	 SOV	Breen 1970: 217
Warndarang	 SVO	Heath 1980b: 90
Warrgamay	 No dominant order	Dixon 1981: passim
Warrwa	 No dominant order	McGregor 1994: 50
Washo	 SOV	Jacobsen 1964: passim; Kroeber 1906: 301
Waskia	 SOV	Ross and Paol 1978: 6, 7
Wathawurrung	 VOS	Blake et al. 1998a: 84
Wayampi	 SOV	Grenand 1980: 74-76
Wedau	 SOV	King 1901a: 23
Welsh	 VSO	Bowen and Jones 1960: 15; Williams 1980b: 167; Thomas 1992a: 271, 286-287
Welsh (Colloquial)	 VSO	Watkins 1993: passim
Wembawemba	 VOS	Hercus 1969b: 75-76; Hercus 1986b: 51
West Makian	 SVO	Voorhoeve 1982: 27
Wichí	 SVO	Tovar 1981: 219; Viñas Urquiza 1974: 142, passim; Hunt 1940: 11
Wichita	 No dominant order	Rood 1976: 23
Wikchamni	 No dominant order	Gamble 1978: passim
Wik Munkan	 SOV	Godfrey 1964: 60
Wik Ngathana	 OSV	Sutton 1978: 303
Wintu	 No dominant order	Pitkin 1977: passim
Wiyot	 No dominant order	Teeter 1964: 48; Reichard 1925: passim
Wolaytta	 SOV	Tucker and Bryan 1966: 560
Woleaian	 SVO	Sohn 1975: 150-151
Wolio	 VSO	Anceaux 1952: 57
Wolof	 SVO	Njie 1982: 185, passim
Womo	 SOV
Wyandot	 No dominant order	Kopris 2001: 353
/Xam	 SVO	Anonymous 4: sec.1
Xârâcùù	 SVO
Xasonga	 SOV	Koite-Herschel 1981-1982: 48
Xerénte	 SOV	de Souza Filho 2007: 297-299
Xhosa	 SVO	McLaren 1939: passim
!Xóõ	 SVO	Traill 1994: 16
Yagaria	 SOV	Renck 1975: 192, 193
Yagua	 No dominant order	Payne 1990a: 223, 26; Payne and Payne 1990: 259-260
Yahgan	 SOV	Adelaar 2004: 575
Yakut	 SOV	Stachowski and Menz 1998: 430
Yale (Kosarek)	 SOV	Heeschen 1992: 30
Yaminahua	 SOV	Eakin 1991: 32
Yao (in Malawi)	 SVO	Whiteley 1966: 108
Yapese	 VSO	Jensen 1977a: 268
Yaqay	 SOV	Boelaars 1950: 62
Yaqui	 SOV	Lindenfeld 1973: 13, 16, 42, passim
Yareba	 SOV	Weimer and Weimer 1975: 705
Yawelmani	 No dominant order	Newman 1944: passim
Yawuru	 No dominant order	Hosokawa 1991: 34
Yay	 SVO	Hudak 1991: xxvi
Yei	 SOV	Boelaars 1950: 124
Yelî Dnye	 SOV	Henderson 1975: 828
Yelmek	 SOV	Boelaars 1950: 124, 26
Yidiny	 SOV	Dixon 1977a: 268-270, 407-408
Yindjibarndi	 SVO	Wordick 1982: 2
Yingkarta	 SVO	Dench 1998: 62
Yi (Wuding-Luquan)	 SOV	Gao 1958: 1, passim
Yokuts (Yaudanchi)	 No dominant order	Kroeber 1904: 233, passim
Yoruba	 SVO	Bamgbose 1966: 67, 79; Rowlands 1969: 9, 19
Yuchi	 SOV	Wagner 1934: 315; Linn 2001: 449
Yucuna	 SVO	Schauer and Schauer 1978: 17
Yukaghir (Kolyma)	 SOV	Maslova 1999: 10, 414
Yukaghir (Tundra)	 SOV	Krejnovich 1958: passim 37, 116
Yukulta	 SVO	Keen 1983: 229
Yulu	 SVO	Santandrea 1970: 23, passim
Yup'ik (Central)	 No dominant order	Reed et al. 1977: passim
Yupik (Siberian)	 No dominant order	de Reuse 1988: 36
Yurok	 No dominant order	Robins 1958: 19
Yuwaalaraay	 SOV	Williams 1980a: 93
Zande	 SVO	Tucker and Bryan 1966: 156; Gore 1926: 24-25
Zaparo	 SVO	Peeke 1962: 130, passim
Zapotec (Isthmus)	 VSO	Pickett et al. 1998: 91
Zapotec (Mitla)	 VSO	Stubblefield and Stubblefield 1991: 233
Zapotec (Zoogocho)	 VSO	Sonnenschein 2005: 113
Zarma	 No dominant order	Tersis 1972: passim
Zayse	 SOV	Hayward 1990b: 319-320, passim
Zazaki	 SOV
Zhuang (Northern)	 SVO	Yongxian Luo 2008: 326, 347
Zimakani	 SOV	Voorhoeve 1975: 357
Zoque (Chimalapa)	 SVO	Johnson 2000: 378
Zoque (Copainalá)	 VOS	Harrison et al. 1981: 402
Zoque (Ostuacan)	 No dominant order	Engel and Longacre 1963: 336
Zulu	 SVO	Ziervogel et al. 1981: 100, passim
Zuni	 SOV	Newman 1965: 74-75; Nichols 1999: 206; Cook 1975: 18-19
Ajagbe	 SOV or SVO	Tchitchi 1984: 140-175
Amis	 VSO or VOS	Wu 2006: 73-74
Apalaí	 SOV or OVS	Koehn and Koehn 1986: 33
Arabic (Syrian)	 SVO or VSO	Cowell 1964: 380, 407, 411
Armenian (Eastern)	 SOV or SVO
Avokaya	 SOV or SVO	Kilpatrick 1981: 98
Bajau (West Coast)	 SVO or VSO	Miller 2007: 157, 194
Barambu	 SVO or VSO	Tucker and Bryan 1966: 156
Batak (Karo)	 SVO or VSO	Woollams 1996: 186, 191
Berber (Chaouia)	 SVO or VSO	Penchoen 1973a: 8.61
Bontok	 SVO or VSO	Seidenadel 1909: 70
Chai	 SOV or SVO	Last and Lucassen 1998: 409
Dadjriwalé	 SOV or SVO	Gode 2008: 228
Damana	 SOV or SVO	Trillos Amaya 1999a: 131-136
Dinka	 SOV or SVO	Nebel 1948: 9, 25, 42, 75, 82; Tucker and Bryan 1966: 437, Andersen 1991
Dongo	 SOV or SVO	Tucker and Bryan 1966: 123, 131
Drehu	 SVO or VOS	Moyse-Faurie 1983: 143-148
Dutch	 SOV or SVO	Shetter 1958: passim
Fijian	 VSO or VOS	Dixon 1988: 33, 242
Frisian	 SOV or SVO	Tiersma 1985: 104
Garrwa	 SVO or VSO	Mushin 2005: 263
German	 SOV or SVO	Lederer 1969: 575ff, own knowledge
Greek (Modern)	 SVO or VSO	Mackridge 1985: 236
Gününa Küne	 SVO or VOS	Adelaar 2004: 562, 579
Gwari	 SOV or SVO	Hyman and Magaji 1970: 92
Hungarian	 SOV or SVO	Kenesei et al. 1998: 73
Inanwatan	 SOV or SVO	de Vries 1996: 52-53
Kilivila	 SVO or VOS	Senft 1986: 110
Kisi	 SOV or SVO	Childs 1995: 218, 249
Kutenai	 VSO or VOS
Kwakw'ala	 SVO or VSO	Boas and Hunt 1905: passim
Kwaza	 SOV or SVO	van der Voort 2004: 101
Lacandón	 SVO or VOS	Bruce 1968: passim
Lendu	 SOV or SVO	Tucker and Bryan 1966: 46, 55; Tucker 1967: 402
Logoti	 SOV or SVO	Tucker 1967: 189-190
Lugbara	 SOV or SVO	Crazzolara 1960: 20, 74-75, 83; Barr 1965: 20
Macushi	 SOV or OVS	Carson 1982: passim; Williams 1932: 68, 125; Abbott 1991: 24-26
Ma'di	 SOV or SVO	Tucker and Bryan 1966: 46-47; Tucker 1967: 186-187, Blackings and Fabb 2003
Masakin	 SVO or VSO	Tucker and Bryan 1966: 287
Mehri	 SVO or VSO	Simeone-Senelle 1997: 411
Miya	 SVO or VOS	Schuh 1998: 281, 291
Moru	 SOV or SVO	Tucker and Bryan 1966: 46; Tucker 1967: 181-183, Andersen 1984
Movima	 VSO or VOS	Haude 2006: 258ff
Nancowry	 VSO or VOS	Radhakrishnan 1970: passim, 77, 83-84
Neyo	 SOV or SVO	Grah 1983: 111, 114-116, 118, 251-252, 258, 262-265
Ngiti	 SOV or SVO	Kutsch Lojenga 1994: 232, 269, 274
Nuer	 SOV or SVO	Crazzolara 1933: 30, 107-108, 132-133, 144
Nuuchahnulth	 VSO or VOS	Davidson 2002
Ojibwa (Eastern)	 VSO or VOS	Valentine 2001: 936
Paiwan	 VSO or VOS	Egli 1990: 290
Panará	 SOV or SVO	Dourado 2001: 86
Poko-Rawo	 SOV or SVO
Romani (Welsh)	 SVO or VSO	Sampson 1926: 226
Rukai (Tanan)	 VSO or VOS	Li 1973: 70, 188-189; Zeitoun 2007: 334
Samoan	 VSO or VOS	Mosel and Hovdhaugen 1992: 448
Semelai	 VSO or VOS	Kruspe 1999: 404, 411
Shuswap	 VSO or VOS	Kuipers 1974: passim
Tepehua (Huehuetla)	 SVO or VSO	Kung 2007: 541
Thompson	 VSO or VOS	Thompson and Thompson 1992: 148
Tinrin	 SVO or VOS	Osumi 1995: 239
Tiwa (Northern)	 SOV or SVO	Trager 1946: passim
Toba	 SVO or VOS	Klein 1973: passim; Klein 2001: 40
Tongan	 VSO or VOS	Churchward 1953: 65-67
Tonkawa	 SOV or SVO	Hoijer 1972: passim; Troike 1967: 324; Hoijer 1933-1938: 26
Trumai	 SOV or SVO	Monod-Becquelin 1975: passim
Tzutujil	 SVO or VOS	Dayley 1985: 304-309
Wichita	 SOV or OVS	Rood 1976: 23
