Language	Value	Reference
Stieng	 Prepositions	Miller 1976: 21
Suena	 Postpositions	Wilson 1974: 24-25, 28-29
Sulka	 Prepositions	Tharp 1996: 130
Sundanese	 Prepositions	Hardjadibrata 1985: 64-75, 80-83
Supyire	 Postpositions	Carlson 1994: 274ff
Susu	 Postpositions	Houis 1963: 129ff
Swahili	 Prepositions	Ashton 1947: 195
Swedish	 Prepositions	Holmes and Hinchliffe 1994: 360, 365 ; McClean 1963: 171, passim
Taba	 Prepositions	Bowden 1997a: 164
Tabla	 Postpositions	Abisay et al. 1983: passim
Tabwa	 Prepositions	de Beerst 1896: 362-364
Tacana	 Postpositions	Ottaviano 1980: passim; Ottaviano and Ottaviano 1967: 177-178
Tahitian	 Prepositions	Tryon 1970a: passim
Tajik	 Prepositions	Rastorgueva 1963: 42, 38, 40
Takelma	 Postpositions	Kendall 1977: 30-36; Sapir 1922b: 241ff
Takia	 Postpositions	Ross 2002h: 238
Talinga	 Prepositions	Paluku 1998: passim
Talysh (Southern)	 Postpositions	Stilo 2005: passim
Tamang (Eastern)	 Postpositions	Mazaudon 2003: 297
Tamashek	 Prepositions	Heath 2005: 272ff
Tamil	 Postpositions	Asher 1982: 59-60
Tanacross	 Postpositions	Holton 2000: 122, 282
Tangbe	 Postpositions	Honda 2003: 55
Tapieté	 Prepositions	Gonzalez 2005: 215ff, passim
Tarahumara (Central)	 Postpositions	Cohen 1998: 249
Tarahumara (Western)	 No dominant order	Burgess 1984: 62-63
Tariana	 Postpositions	Aikhenvald 2003
Tasmanian	 Postpositions	Schmidt 1952: 196
Tatar	 Postpositions	Poppe 1968: 51-53, 118
Tati (Southern)	 Postpositions	Yar-Shater 1969: 117
Taushiro	 Postpositions	Wise 1999: 329
Tausug	 Prepositions	Hardaker 1963: 159-161
Tauya	 Postpositions	MacDonald 1990: 4, 86, passim 282-284
Tawala	 No dominant order	Ezard 1991: 45, 65, 290, 300
Tboli	 Prepositions	Porter 1977: passim
Telefol	 Postpositions	Healey 1965c: 13, 40-45
Telugu	 Postpositions	Lisker 1963: passim
Temiar	 Prepositions	Benjamin 1976: 155, 163, 165
Temne	 Prepositions	Scott 1956: passim
Tennet	 No dominant order	Randal 1998: 224
Tenyer	 Postpositions	Prost 1964h: 241
Teop	 Prepositions	Mosel and Spriggs 1992: 8, 58-66
Tepehua (Huehuetla)	 Prepositions	Kung 2007: 389 
Tepehuan (Northern)	 Postpositions	Bascom 1982: 314-323
Tepehuan (Southeastern)	 Postpositions	Willett 1991: 53
Tepehua (Tlachichilco)	 Prepositions	Watters 1988: 12, 478, 484ff
Tera	 Prepositions	Newman 1970: 27-28
Teribe	 Postpositions	Quesada 2000: 97
Ternate	 Prepositions	Watuseke 1991: 239
Teso	 Prepositions	Hilders and Lawrance 1956: 65-66
Tetela	 Prepositions	Wetshemongo 1996: 44, passim
Tetun	 Prepositions	van Klinken 1997: 56, 159
Tetun Dili	 Prepositions	Williams van Klinken et al. 2002: 40
Thadou	 Postpositions	Krishan 1980: 74
Thai	 Prepositions	Warotamasikkhadit 1972: 41-42; Anthony et al. 1968: 206, passim
Thangmi	 Postpositions	Turin 2000: passim
Thompson	 Prepositions	Thompson and Thompson 1992: 155
Thulung	 Postpositions	Allen 1975b: 100, 110, 187
Tibetan (Modern Literary)	 Postpositions	Goldstein 1991: 35-36, 49, 250
Tidore	 Prepositions	van Staden 2000: 180, 199
Tigak	 Prepositions	Beaumont 1979: 66
Tigré	 Prepositions	Raz 1983: 80-84
Tigrinya	 Prepositions	Kogan 1997: 441
Tiipay (Jamul)	 Postpositions	Miller 2001: 154
Timugon	 Prepositions	Prentice 1971: 164-165, passim
Tinrin	 Prepositions	Osumi 1995: 78 
Tiriyo	 Postpositions	Meira 1999: 372, 537
Tirmaga	 Postpositions	Bryant 1999: 64
Tiv	 Prepositions	Abraham 1940: 68
Tiwi	 Prepositions	Osborne 1974: 76
Tlapanec	 Prepositions	Suárez 1983a: 247-248, passim
Tlingit	 Postpositions	Swanton 1909: passim
Tobati	 Postpositions	Donohue 2002: 193
Tobelo	 Prepositions	Holton 2003: 30
Tokelauan	 Prepositions	Hooper 1996: 6
Tolai	 Prepositions	Franklin et al. 1974: passim
Tondano	 Prepositions	Sneddon 1975: 105-107, 117-118
Tongan	 Prepositions	Churchward 1953: 109-113
Tonkawa	 Postpositions	Hoijer 1933-1938: 113; Troike 1967: 324
Torwali	 Postpositions	Lunsford 2001: 41, 43
Totonac (Xicotepec de Juárez)	 Prepositions	Reid et al. 1968: 23
Trique (Copala)	 Prepositions	Hollenbach 1992: 316ff
Trumai	 Postpositions	Monod-Becquelin 1975: passim
Tsafiki	 Postpositions	Dickinson 2002: 47, 55-56
Tsez	 Postpositions	Alekseev and Radzhabov 2004: 126
Tshangla	 Postpositions	Andvik 1999: 123 
Tsimshian (Coast)	 Prepositions	Dunn 1979: 60; Boas 1911c: 410
Tsogo	 Prepositions	Raponda-Walker 1950: 47-48
Tsova-Tush	 Postpositions	Holisky and Gagua 1994: 168
Tuareg (Air)	 Prepositions	Galand 1974: 20, 22, 29, 40
Tuareg (Ghat)	 Prepositions	Nehlil 1909: 71-75
Tubu	 Postpositions	Lukas 1953: 40, 157, 165
Tucano	 Postpositions	West 1980: 110, 99
Tukang Besi	 Prepositions	Donohue 1999a: 106, 111, 304, 327ff
Tulu	 Postpositions	Brigel 1982: 111, 122-123 
Tümpisa Shoshone	 Inpositions	Dayley 1989a: 14
Tunen	 No dominant order	Dugast 1971: 217-221
Tungak	 Prepositions	Fast 1990: 33, 47
Tunica	 Postpositions	Haas 1940: 99
Tupuri	 Prepositions	Ruelland 1998: 1137, passim 
Turkana	 Prepositions	Dimmendaal 1983a: 79, 215, 346-350
Turkish	 Postpositions	Lewis 1967: 85; Underhill 1976: 157-160, 234-239
Turkmen	 Postpositions	Clark 1998b: 405 
Tutelo	 Postpositions	Oliverio 1996: 166
Tutsa	 Postpositions	Rekhung 1992: passim
Tuvaluan	 Prepositions	Besnier 2000: 144 
Tuvan	 Postpositions	Anderson and Harrison 1999: 36
Tuyuca	 Postpositions	Barnes 1994: 329
Tzotzil	 Prepositions	Cowan 1969: 73-75
Tzutujil	 Prepositions	Dayley 1985: 229, passim
Ubykh	 Postpositions	Charachidze 1989: 372
Udihe	 Postpositions	Nikolaeva and Tolskaya 2001: 400
Udmurt	 Postpositions	Tepljashina 1966: 275, 274, 275
Ukrainian	 Prepositions	Stechishin 1958: 337
Uldeme	 Prepositions	de Colombel 1997: 82-86
Ulithian	 Prepositions	Lynch 2002b: 801
Una	 Postpositions	Louwerse 1988: 80, 93, 106ff
Ungarinjin	 Postpositions	Rumsey 1982: 57, 60, 140; Coate and Oates 1970: 26-27, 38-40
Urak Lawoi'	 Prepositions	Hogan 1988: 88
Urarina	 Postpositions	Olawsky 2006: 224
Urdu	 Postpositions	Bender 1967: 78
Urubú-Kaapor	 Postpositions	Kakumasu 1986: 382
Usan	 Postpositions	Reesink 1987: 85, 122 
Ute	 Postpositions	Southern Ute Tribe 1980: 290
Vafsi	 No dominant order	Stilo 2005: passim
Vai	 Postpositions	Welmers 1976: 49
Vietnamese	 Prepositions	Nguyen 1975: passim; Vu'ong-Gia-Thuy 1975: passim; Binh 1971: passim; Thompson 1965: passim
Vili	 Prepositions	Ndamba 1977: passim, 331
Vinmavis	 Prepositions	Crowley 2002g: 647
Votic	 No dominant order	Ariste 1968: 108-110
Wahgi	 Postpositions	Luzbetak 1954: 84
Wai Wai	 Postpositions	Hawkins 1998: 102
Wakhi	 No dominant order	Lorimer 1958: 56-58
Walman	 Postpositions	
Wambon	 Postpositions	de Vries 1989: 86-88
Wambule	 Postpositions	Opgenort 2004: 121, 138, 167ff 
Wan	 Postpositions	Nikitina 2008: passim 
Waorani	 Postpositions	Peeke 1994: 269
Warao	 Postpositions	de Goeje 1930: 38, 119, passim; Romero-Figueroa 1997: 89
Waray (in Australia)	 Postpositions	Harvey 1986: 199ff
Wardaman	 Postpositions	Merlan 1994: 99
Warekena	 Prepositions	Aikhenvald 1998: 327
Warembori	 Prepositions	Donohue 1999b: 19
Wari'	 Prepositions	Everett and Kern 1997: 5, 125ff., 224, 230ff., 347 
Warrwa	 Inpositions	McGregor 1994: 14
Washo	 Postpositions	Kroeber 1906: 270-271; Jacobsen 1964: 399, 438, 440
Waskia	 Postpositions	Ross and Paol 1978: 73
Watam	 Postpositions	Anonymous 5: passim
Watjarri	 Postpositions	Douglas 1981: 214, 241
Wayampi	 Postpositions	Jensen 1994: 344; Grenand 1980: 62-67
Wedau	 No dominant order	King 1901a: 21
Welsh	 Prepositions	Thomas 1992a: 301; Williams 1980b: 127; Bowen and Jones 1960: 54-54
Wembawemba	 No dominant order	Hercus 1986b: 31
West Makian	 Prepositions	Voorhoeve 1982: 26
Wichí	 Prepositions	Hunt 1940: 132-133
Wichita	 No adpositions	Rood 1976: passim
Wirangu	 Postpositions	Hercus 1999a: 48
Wiyot	 No dominant order	Teeter 1964: 43, 81-83, 96-97
Woisika	 No dominant order	Stokhof 1982: passim
Woleaian	 Prepositions	Sohn 1975: 94-97
Wolio	 Prepositions	Anceaux 1952: 42
Wolof	 Prepositions	Njie 1982: 234-237; Sauvageot 1965: 186-188
Worora	 Postpositions	Love 2000: 28
Xârâcùù	 Prepositions	
Xasonga	 Postpositions	Koite-Herschel 1981-1982: 173-179, 181-182
Xavánte	 Postpositions	McLeod and Mitchell 1980: 109
Xhosa	 Prepositions	McLaren 1939: 37-40
Yagaria	 Postpositions	Renck 1975: 36-44, 179, 182-183
Yagua	 Postpositions	Payne and Payne 1990: 378; Payne 1990a: 122-124
Yahgan	 Postpositions	Adelaar 2004: 576 
Yakut	 Postpositions	Krueger 1962: 29
Yale (Kosarek)	 Postpositions	Heeschen 1992: 20, 30
Yapese	 Prepositions	Jensen 1977a: 54, 237
Yaqay	 Postpositions	Boelaars 1950: 67
Yaqui	 Postpositions	Lindenfeld 1973: 17-20
Yareba	 Postpositions	Weimer and Weimer 1975: 699, 701
Yawuru	 Inpositions	Hosokawa 1991: 35, 237
Yei	 Postpositions	Boelaars 1950: 54
Yelî Dnye	 Postpositions	Henderson 1995: 74-75
Yelmek	 Postpositions	Boelaars 1950: 28
Yidiny	 No adpositions	Dixon 1977a: passim 
Yimas	 Postpositions	Foley 1991: 106 
Yindjibarndi	 No dominant order	Wordick 1982: passim
Yi (Wuding-Luquan)	 Postpositions	Gao 1958: passim
Yokuts (Yaudanchi)	 Prepositions	Kroeber 1904: 194, passim
Yoruba	 Prepositions	Ogunbowale 1970: 88
Yuchi	 Postpositions	Linn 2001: 406
Yucuna	 Postpositions	Schauer and Schauer 1978: 37-38
Yukaghir (Kolyma)	 Postpositions	Maslova 1999: 327ff 
Yukaghir (Tundra)	 Postpositions	Krejnovich 1958: 214
Yulu	 Prepositions	Boyeldieu 1987: 196; Santandrea 1970: 33-36
Yurok	 No dominant order	Robins 1958: 134-135, 144-147
Yuwaalaraay	 No adpositions	Williams 1980a: passim
Zande	 Prepositions	Gore 1926: 102ff; Santandrea 1965b: 58-63
Zapotec (Isthmus)	 Prepositions	Pickett et al. 1998: 84-86
Zapotec (Mitla)	 Prepositions	Briggs 1961: 82, passim
Zapotec (Yatzachi)	 Prepositions	Butler 1980: 184, 234-235
Zarma	 Postpositions	Tersis 1972: 100, 107, 198, 201; Westermann 1921b: 196
Zazaki	 Postpositions	
Zenaga	 Prepositions	Nicolas 1953: 63
Zhuang (Northern)	 Prepositions	Yongxian Luo 2008: 335
Zoque (Chimalapa)	 Postpositions	Johnson 2000: 74, 242
Zoque (Copainalá)	 No adpositions	Harrison et al. 1981: 407-408, 402
Zulu	 Prepositions	Ziervogel et al. 1981: 141
Zuni	 Postpositions	Newman 1965: passim
